channel_name,num_spikes,cell_type,PSNR,eig1,eig2,eig3,converged,PSNR1,PSNR2,weight1,weight2,inner_product
12a,1978,OFF,12.186540546145011,0.9713922521922855,0.7540074757700597,0.7373575269210187,True,10.599119619029366,11.489450223484678,0.23692983766398534,0.7630701623360135,0.7123685934661546
12b,1228,ON,9.526389107321574,0.9200079809877126,0.8954423639337291,0.8718386622897064,True,9.348561444193576,7.514025615948276,0.9011526937026464,0.09884730629735412,0.3322725659529161
12c,59,unknown,6.190783524813223,4.805752780447614,3.7903272425306977,3.660127290779746,True,4.318292471897421,6.337406097771328,0.08618586669414337,0.9138141333058567,0.0424528301886794
13a,963,OFF,11.134041128046952,1.1132980937294141,1.056309006762919,1.029772177104085,True,6.174458524753865,10.973582785967835,0.04294960956353866,0.9570503904364613,0.48065791236768063
13b,415,ON,16.72186644917289,1.2663909696928026,1.249651039515263,1.21665906806149,True,8.363230391715117,15.847329176683244,0.08957855024693333,0.910421449753067,0.35084033613445387
13c,587,OFF,13.840239596777034,1.727560130675248,1.5566379692953753,1.542629802792702,True,7.9804438433768325,13.413700583458976,0.09129586781131441,0.9087041321886856,0.5774207676381589
13d,304,unknown,7.454541761055534,2.1882072740811713,2.152215368831707,2.078985750469221,True,6.809093042402518,6.636241264921164,0.8004789857715356,0.19952101422846386,0.23487743973908173
14a,5973,ON,25.77506391779178,0.6207854004016091,0.5717455941803952,0.5627778103423942,True,25.512811853781336,15.661173925606017,0.567062260617531,0.43293773938246943,-0.15856985309953292
14b,1212,ON,11.186482138511007,0.7958038374246732,0.7664904538250324,0.7462176755308818,True,10.89529002112356,7.475507117528089,0.8222964260856745,0.17770357391432517,0.20132456153961534
17a,5929,unknown,8.452867563895103,0.4366998922722171,0.4340493022638269,0.43059766304657743,True,6.408089344685923,6.0397892250058804,0.5048951651148971,0.49510483488510354,-0.24913141340761777
17b,2553,unknown,8.51537553532553,0.570595199963809,0.5599535915774076,0.5525068452104759,True,5.185949872500122,5.485984418551677,0.48418402768594737,0.5158159723140533,-0.17862611144589424
17c,1129,unknown,8.831727372236802,0.8030356124683484,0.7855355791801178,0.7644009787263571,True,5.962605325903519,8.571744076087851,0.11948346077825048,0.8805165392217497,0.06899682443160707
17d,403,unknown,6.011536729431407,1.3876227661997285,1.357243958775422,1.3371451774162733,True,5.71817675632494,6.1825123624273415,0.09603451367327483,0.9039654863267244,-0.052745383867832764
21a,2035,OFF,12.683605034021378,0.8760804681379074,0.7269124859341458,0.7157582105611473,True,9.577364105847868,12.790945829468022,0.13638288996497622,0.8636171100350242,0.7200593792172738
21b,145,unknown,6.825660733486293,3.527679922848523,3.326524966955601,3.231764928590781,True,6.439024507140651,5.403229655429005,0.9269554232230194,0.07304457677698067,-0.050813008130081244
21c,133,unknown,6.416462435907995,3.3158112195621703,2.7005339499563257,2.5317522326683806,True,5.9170725244764535,4.372767017905375,0.9590167484347268,0.04098325156527327,-0.09947839046199722
21d,86,unknown,5.881659141766155,5.168798048721214,4.807884693991363,3.743671763935318,True,5.619729499988129,3.950580826974571,0.9480519480554801,0.05194805194452004,0.03157894736842093
21e,99,unknown,5.69381117618291,2.766960885289237,2.6063453944974255,2.5259431161923995,True,5.628180153662016,6.417197166323763,0.647643633578261,0.3523563664217385,-0.6113028472821398
22a,629,ON,13.508429755057866,1.2748325920554058,1.2597292913927107,1.1765244706538278,True,13.209312003142253,6.520261224842536,0.9574761619253233,0.042523838074677085,0.47735301959738713
22b,370,OFF,9.245969808206745,2.560740600888083,2.5369864930750983,2.452072627156922,True,4.868606271932406,9.250302611719315,0.05122123941628486,0.948778760583715,0.8343195266272192
22c,134,ON,9.968029059854047,2.511391662421777,2.387363050856201,2.1934485167294766,True,3.3773416899283943,9.902816519724551,0.022900763358778643,0.9770992366412213,0.7500000000000001
23a,12115,OFF,22.562122905110904,0.604327702984987,0.5175773470336891,0.5162715899041542,True,19.899635884562144,17.978792311264613,0.5283392397733151,0.4716607602266855,0.12589542472940318
23b,4619,ON,11.990694163288456,0.7005431786488336,0.6080366695907325,0.5957936697792656,True,10.910581155252844,11.558707648375542,0.09635752310873039,0.9036424768912699,0.1098144162664825
24a,27035,OFF,25.760075553773024,0.4741648972583282,0.46757201661608255,0.46252027857210265,True,22.431511511192603,12.398270838659487,0.5144996633775902,0.4855003366224091,-0.013824442642769847
24b,4795,OFF,26.300101530502573,0.580598972658191,0.5727728650786622,0.5678133552404742,True,22.98062826680691,21.26391034434724,0.47624208809090907,0.5237579119090907,0.19782434867208223
24c,401,ON,10.217182927399614,1.5524828927728536,1.4863234183390026,1.370655803870321,True,9.227465889975964,7.196320754228605,0.9526631370769627,0.047336862923037064,0.5550601710888794
24d,412,OFF,21.997641740360763,1.330884124827458,1.2487060811646404,1.222199853594839,True,9.592660300961084,21.98946371312396,0.10509091534880934,0.8949090846511898,0.5014554054668668
24e,149,OFF,16.27000491842659,2.9849996167064905,2.2870025408327117,2.235435764470073,True,16.028160932840542,3.780954338907522,0.972027972027972,0.027972027972027986,0.1686507936507937
24f,95,OFF,15.255057462712678,3.152895150205066,2.6174955686819135,2.5707168283981052,True,14.945694547660606,5.2928503307586645,0.913636050876234,0.08636394912376603,0.5051679586563308
25a,7422,OFF,23.587193053092058,0.5993653656887472,0.5748201393986473,0.5666092793005663,True,18.771861735535786,22.010703193656415,0.41753565901268674,0.5824643409873129,0.17056816458221452
25b,2565,ON,24.393970518359595,1.0206570965710737,0.8438145496129504,0.8329333988023038,True,12.875655490241519,25.523214125205648,0.12380181222186126,0.8761981877781384,0.7508316259521934
25c,1515,OFF,19.921343119919268,0.9350805588304434,0.902820872542284,0.8988081972061548,True,10.389557569030178,19.364020162657383,0.08487014839903595,0.9151298516009637,0.40166360271386525
25d,1691,OFF,20.59484653343476,1.0310892946664167,0.9437702645162686,0.9098729622772367,True,20.582681969929915,9.621079387727793,0.9426791041523327,0.05732089584766691,0.59112055705832
26a,3904,OFF,21.131143070267015,0.8145283828188846,0.715476069882857,0.7004595532943768,True,15.182015321885201,21.887419906418888,0.24950225186942304,0.7504977481305782,0.45423373378637405
26b,1248,OFF,15.455339629532702,0.9139702890556937,0.8994788417123081,0.8793722446862071,True,15.054325179091082,7.929146940212564,0.9541090128426488,0.045890987157351695,0.3133402599263751
27a,1097,unknown,6.304380038340844,0.7153030085483273,0.7081100932531589,0.6994940726287324,True,5.269865725223898,6.108746830679536,0.5398068460419689,0.4601931539580311,-0.25590006263765136
27b,157,unknown,6.125969640461241,1.9873121514361802,1.886913870608472,1.8741761792884015,True,5.876538836266947,6.429304125151294,0.5576206306337256,0.4423793693662744,-0.7875040943334425
32a,7487,OFF,19.238914305562517,0.6546498190869248,0.5499940355917499,0.5385666340431674,True,17.13476613564877,16.96027277557492,0.544643149683483,0.45535685031651724,0.24044761149038577
32b,3530,ON,16.838700104053355,0.8624290829470436,0.749463420921676,0.7162147923450775,True,16.582057276654233,7.821680874629423,0.9016048546812536,0.09839514531874655,0.1333466116997623
32c,592,OFF,11.834730620666635,1.1487067784670633,1.1418584881769154,1.1174949668552205,True,11.665058106192099,7.655161735378979,0.9401491789180613,0.05985082108193862,0.6380262249827469
33a,30167,OFF,23.317094851505463,0.44141273199048986,0.43650563026812966,0.4320914007622321,True,8.866329294016971,19.561719589010657,0.5129208818793964,0.48707911812060345,-0.09071630485470374
33b,1034,OFF,22.81131680913839,0.9290336816306317,0.9089612243651071,0.8814390712883019,True,10.40192855926373,22.51938726306239,0.06345657295922287,0.9365434270407781,0.36407087433005364
34a,7098,ON,26.304961813760826,0.7106962309772837,0.5952136203902724,0.5868178030247762,True,23.393518924598492,21.306212521368355,0.6077118708404488,0.39228812915955197,0.2282941765999716
34b,4208,ON,18.52077185513314,0.7060693330025636,0.5971612937215776,0.5880024987865465,True,21.19019693236993,17.33370479568954,0.5064587594596606,0.49354124054033965,-0.30200218803035184
35a,9638,ON,13.477084180187939,0.6655203344779591,0.5522004962180637,0.5489824040620092,True,25.836481904354923,22.63469136514148,0.5479171545277413,0.4520828454722587,-0.4360501968532562
36a,5207,unknown,5.783477248734383,0.46845952141886116,0.4615601474865275,0.45899185668372466,True,6.6857657411519975,5.578750641827812,0.498285155713143,0.5017148442868571,-0.2716114660715018
36b,1912,unknown,5.589969425286899,0.6658104000204749,0.6523878201137596,0.6498451116851816,True,6.8871798570952905,5.674079394285394,0.1763565883154426,0.8236434116845563,-0.02003946683232994
36c,495,unknown,7.0124322211502825,2.0252262231458267,1.892021601463513,1.7807830718294808,True,6.781491428430614,6.8892001955449595,0.9089341929355276,0.09106580706447184,0.24148076820200073
38a,603,unknown,6.208253678528912,2.033518810763991,1.4917794640957098,1.3354285682651452,True,4.0581313863294,6.20954799804462,0.01404494381710117,0.9859550561828988,-0.08598615916955032
38b,308,unknown,6.838265940316275,1.367787428609628,1.3524280896234075,1.3119324037306321,True,4.500796720326885,7.108949995340021,0.016501650165001505,0.9834983498349985,0.1342281879194632
38c,83,unknown,5.500725419096873,5.569849205829518,5.452016653211626,5.168333159679722,True,4.056734232616408,5.708846845103451,0.060606060606060635,0.9393939393939394,0.3186619718309859
41a,1062,OFF,8.169152876845319,1.2317051050991912,1.1532213996029232,1.0831633258563984,True,8.005561635878584,6.257339840257273,0.9279265077044448,0.07207349229555504,0.4619328827623126
41b,682,OFF,10.123095481698437,1.4670389581825551,1.1706702409608107,1.1158576041671706,True,6.617084134805582,10.793898318903366,0.044551358770032426,0.9554486412299673,0.5009607605177995
41c,608,OFF,9.09890249530954,2.0524490808454576,1.8135171898367233,1.7914890379155246,True,9.310355206932282,4.715266405147515,0.9825072886297593,0.017492711370240666,0.12442289935364721
42a,4933,ON,17.077790336564224,0.5177222580238274,0.5085976779686655,0.5054840861776261,True,9.874076937156318,7.8070131323381915,0.5115628475656846,0.48843715243431496,-0.20815300315165047
42b,3937,ON,21.17484398133543,0.768182510496036,0.649924125154383,0.6441616607280102,True,19.235761809459223,15.836111562000422,0.4153505332110352,0.5846494667889669,0.19605332664116829
42c,890,OFF,13.444183461902373,0.9314196105584123,0.8773994038628248,0.8719069539880923,True,12.9660334991263,6.606971734741015,0.9697460676288525,0.03025393237114765,0.35235691416018144
42d,63,unknown,7.478092207265397,3.663064283709605,3.544566225950937,3.365968735365163,True,4.963813712754583,6.842052041720648,0.1854230205677672,0.8145769794322331,-0.5522875816993467
43a,16194,OFF,24.96064211463857,0.48262123125747985,0.4627642264625144,0.4567690968771604,True,20.998751758282296,9.952470959336834,0.5069255312383132,0.4930744687616866,-0.06411442884633234
43b,565,ON,15.247849975701595,1.3761631927295495,1.3106998535495746,1.2769035807213047,True,16.026893867647836,7.865051006918016,0.8988513783681139,0.10114862163188604,0.8123079549334244
43c,70,unknown,10.64835835590758,3.465160474515441,3.2381305382244836,3.1741108090840737,True,5.779383927405818,9.419331295024323,0.150227885562807,0.8497721144371929,-0.20338983050847448
45a,5934,OFF,20.624861469492256,0.6174131356966004,0.559163682287714,0.552356375650498,True,13.697041562797457,19.264698301480266,0.4652042882341636,0.5347957117658362,0.13316532522950889
45b,2434,OFF,22.57902416724969,0.9874916140980585,0.9322847418209665,0.9223013548820994,True,23.086707305031993,13.758696046265564,0.862270382329741,0.13772961767025957,0.556323048728721
45c,462,OFF,11.82798666873504,1.5293801396898878,1.4699711078958004,1.402328625384146,True,10.531517029181312,6.3442720637826335,0.9697197966176205,0.030280203382379255,0.17275975810885102
46a,3505,unknown,6.157515030147054,0.49555749361905227,0.49483943888173354,0.48837725774143154,True,5.734245361546416,5.85460009308711,0.48117411496498175,0.518825885035018,-0.2769444297296466
46b,2306,unknown,6.176080657602862,0.558056824089679,0.5547184750275523,0.5494978955870755,True,6.097268939223281,6.221024966630939,0.49995242631128295,0.5000475736887169,-0.30176669753334845
48a,14220,unknown,5.290354869071482,0.4031606444975596,0.40088181717299054,0.3967505164750536,True,5.784587612036852,5.928534044498924,0.5021865161786202,0.4978134838213795,-0.2371217300479514
48b,4660,unknown,14.34346241778036,0.4823857223418607,0.4755283648631432,0.4731007275835404,True,7.585038520604265,6.126545080783983,0.49621861681755575,0.5037813831824443,-0.2554983952094132
52a,1779,OFF,13.957379033154007,0.6933117616110661,0.6770121671696232,0.6727693928386493,True,7.355102216862108,13.051584168202156,0.03213393060168427,0.9678660693983153,0.1657021664554812
52b,709,OFF,14.200521608993222,1.3789708333763973,1.1082937977545246,1.0785094703155924,True,5.1044683481945405,14.121638217181452,0.016070736488344384,0.9839292635116565,0.44533627884143323
53a,4800,OFF,26.632745704057918,0.5791369170454446,0.5581200135218762,0.5562603687440199,True,22.696253804587183,20.78150784411506,0.462916466515771,0.5370835334842288,0.1185978162307102
53b,6622,OFF,19.471693041640265,0.5294784199452282,0.49951534391617997,0.4963983492168631,True,17.889615173505202,8.821252314720372,0.5306622219453005,0.46933777805469834,-0.2350349781816641
53c,2448,OFF,15.963106270525671,0.6445907787958646,0.6328881819968049,0.6246402264471326,True,9.522779509353338,15.450590918419241,0.055756870564387634,0.9442431294356121,0.27894428426865875
54a,6402,ON,18.888743603605022,0.47820577238839485,0.4704198913222495,0.46850368889594407,True,10.373570519552676,10.83548970955557,0.5211353586194882,0.4788646413805119,-0.1862557352650261
54b,6848,OFF,24.162410713588876,0.640489739157858,0.5930886838981937,0.5856866854826124,True,19.302057989194267,21.134273153571367,0.5187595411576019,0.4812404588423975,0.16772240047670248
54c,3407,unknown,10.56711540389329,0.5224406538390794,0.5216265695536024,0.5135241376148351,True,6.402023162642042,5.733795293895718,0.49057509595980103,0.5094249040401985,-0.2663603607577401
54d,2966,ON,19.675728261553434,0.9271838887969193,0.7597601116739227,0.752497073356443,True,18.674982679035264,16.88374282379535,0.7229651429209466,0.27703485707905245,0.530931287159045
54e,693,ON,19.820586035750186,0.9702417436836592,0.9290753517526299,0.9017967853720189,True,19.452094044839413,9.161128092409996,0.9219584930629606,0.0780415069370397,0.5723787167449139
54f,560,ON,18.922315474136607,1.0798262921947528,1.0525948409627832,0.9916701172879095,True,18.74570001950305,6.544832925716275,0.9541301963703405,0.04586980362966011,0.568407626208378
55a,891,OFF,17.8746710563349,1.257318591997209,1.183458528969181,1.1744598633575407,True,8.620256067799447,18.14732983748474,0.06354010698534983,0.9364598930146509,0.7166407119021133
55b,537,OFF,16.06242353633159,1.451286396131139,1.4021711491276285,1.3046083887321442,True,7.585382385600838,16.336081550337095,0.09433488818167796,0.9056651118183222,0.6029151483602291
56a,4597,unknown,6.698546549413152,0.45982924096052097,0.4444389228809746,0.44119356927964576,True,6.255271258281267,6.030212498557948,0.5192718112322593,0.4807281887677405,-0.2504599384673324
58a,739,OFF,15.719205818174261,1.0948200067048433,1.0168440487484347,0.9268081278721986,True,15.626818617162254,5.401880897464137,0.988592207224884,0.011407792775117422,-0.065854991498664
58b,363,unknown,5.893477743491744,2.049720904354472,1.9412793906455292,1.9075158472630045,True,5.6989692603229765,6.173401018742434,0.8307198833591878,0.16928011664081233,0.14182452642073778
58c,152,unknown,5.755420117704568,2.942510553137028,2.4458925450127826,2.2332237093506864,True,5.709059999239113,3.9431942529440382,0.9720279720279722,0.02797202797202784,0.1445221445221444
58d,171,unknown,5.540967546877266,2.1855721109992676,2.0199763922227585,1.9444121471973532,True,3.9887031284230443,5.919399766940018,0.024096385542168686,0.9759036144578314,-0.13726993865030657
64a,7522,OFF,25.192854334158323,0.4642541848910015,0.46279269361187536,0.4560520898549864,True,16.85017376223231,13.09299311362184,0.5201245967041067,0.4798754032958928,-0.13037368724230786
64b,8643,OFF,23.344654357633374,0.60273309511208,0.54208765035481,0.5365213173546289,True,20.709150914539215,16.888994509633513,0.494946235920447,0.5050537640795533,0.08711466572486787
64c,198,OFF,16.439900297964492,1.9240043509295786,1.8849812161468633,1.7982311653823582,True,4.077004639414772,16.214074289338647,0.02094240837696336,0.9790575916230366,0.44736842105263164
65a,11838,unknown,9.22582274129435,0.40687516904575216,0.4017046932576526,0.40067923320962745,True,6.639933019204133,6.08468251084324,0.4938408729747311,0.5061591270252691,-0.23898720842700244
66a,89,unknown,5.707585284875377,4.835761639015071,3.614899443437517,3.253507437425265,True,5.710955663816814,3.836809169021218,0.9523810738419455,0.04761892615805451,-0.3912037037037039
68a,385,unknown,5.634002450390633,1.1566247279619415,1.1326016463844437,1.102112295968251,True,5.975326034591211,5.240449059540472,0.49677978587824057,0.5032202141217594,-0.5242297297297297
68b,374,unknown,5.728071118478766,2.9866804506828593,2.8620851996886536,2.767582645184013,True,4.4135639191840035,6.678931945601093,0.0364962705543996,0.9635037294456004,-0.1152073732718893
72a,252,OFF,10.505340107742919,2.096243819822337,2.0195219583318225,1.944504571035076,True,10.767310539934682,5.507226712552909,0.9486702646439706,0.05132973535602989,0.534320987654321
73a,9372,OFF,22.355845862654395,0.4919468153773643,0.4791394745768891,0.4739500319932279,True,18.690898764582037,12.854593261149438,0.5558534814750754,0.4441465185249245,-0.0005091695683082688
73b,5840,OFF,19.77981631976088,0.5960083851844118,0.5776922441760668,0.5725152901143069,True,16.07605134212728,17.505851125500467,0.4108659404649577,0.5891340595350419,0.1449655579368266
74a,4884,OFF,25.325025957573555,0.8186451209643488,0.6945873240182203,0.6857282648364408,True,14.46669767354022,26.21045172373539,0.12602674175522954,0.8739732582447715,0.5057408438013463
75a,11213,unknown,10.320859090246532,0.42347657101374014,0.42234275901224577,0.417586852848144,True,5.228700064170653,5.486695441432045,0.499793961480601,0.500206038519399,-0.24110844412900498
75b,379,unknown,5.891610464226829,1.3988100909671508,1.2766061798383828,1.2517534919215143,True,5.595061120398536,5.562070719827639,0.03998131421876314,0.9600186857812368,0.15419823232323224
76a,513,unknown,6.766264317334055,1.0097966717423041,0.9544580614995276,0.9467237970808953,True,7.466651974410056,5.771380608116635,0.5363924139925144,0.46360758600748564,-0.35603386892046696
76b,64,unknown,5.872383495585035,3.644411898841101,3.4914408098313303,3.3358370174359244,True,5.88658930974953,5.364369412073373,0.6575857241626939,0.34241427583730644,-0.8023255813953488
76c,50,unknown,6.328162788559597,5.84760983557176,4.317153327652681,3.995325350381671,True,6.992964115537899,4.235295906588249,0.8979805142780243,0.10201948572197574,-0.7840909090909092
76d,37,unknown,5.569829143779088,5.699093090707578,5.688502318296362,5.22129462186292,True,2.739741105213746,5.370243666578119,0.05405405405405018,0.9459459459459498,-0.3214285714285715
76e,25,unknown,6.787750100113553,7.4292787461831,7.078255349803971,6.782770423775042,True,6.337850486761809,2.7951133776157424,0.9200000000000013,0.07999999999999895,0.8804347826086956
77a,2879,unknown,8.146200976525266,0.5318500874421302,0.5209628643861802,0.5156247057866221,True,5.528981446152919,5.742784897180801,0.49000992604072535,0.5099900739592744,-0.2891911749057301
77b,366,unknown,6.801150648706344,1.1492353379155296,1.1260108649134022,1.122549177877434,True,6.451463261055607,5.829152650917642,0.5330374880935702,0.4669625119064299,-0.49160175267770206
