channel_name,weight1,weight2,inner_product
12a,0.4949593495934959,0.505040650406504,0.12091431795616296
12b,0.5067165822506056,0.4932834177493944,-0.16842050789294988
12c,0.4838082901554404,0.5161917098445595,0.13225712531567851
12d,0.5212418300653595,0.47875816993464054,-0.18083950035240118
13a,0.5055815628375953,0.49441843716240474,-0.22221135473910444
13b,0.49949135300101727,0.5005086469989827,-0.13468391661344745
14a,0.5235749472202674,0.47642505277973257,-0.005004021844968454
14b,0.47421731123388583,0.5257826887661142,-0.26103961247420315
16a,0.513596860106532,0.4864031398934679,-0.06157116052888238
22a,0.4981132075471698,0.5018867924528302,-0.09862883023978015
22b,0.5006858710562414,0.4993141289437586,-0.1873160035866207
23a,0.5141872719906793,0.48581272800932074,-0.22386047944835227
23b,0.5,0.5,0.03468660191349269
23c,0.4918918918918919,0.5081081081081081,-0.11277322017916082
23d,0.5,0.5,-0.04480179378337665
24a,0.5050890585245721,0.4949109414754279,-0.12752069408892677
24b,0.49768349183126065,0.5023165081687393,-0.138126764312793
24c,0.5,0.5,0.05931465653687877
24d,0.4935064935064935,0.5064935064935064,-0.36707152496626166
25a,0.4979831703126962,0.5020168296873039,-0.2325226199061319
25b,0.46914357682619645,0.5308564231738035,-0.11682790620756342
25c,0.43821138211382116,0.5617886178861788,0.04423569043202885
25d,0.4946695095948827,0.5053304904051172,-0.11182798632329405
27a,0.4825765575501584,0.5174234424498416,-0.14962595238389476
27b,0.4946004319654428,0.5053995680345572,0.4258404597077056
27c,0.4959785522788204,0.5040214477211796,0.35596059605960584
27d,0.5,0.5,0.12940470835207676
27e,0.5000000000000001,0.5000000000000001,-0.19567901234567903
27f,0.5000000000000001,0.5000000000000001,0.2735507246376811
28a,0.5105501130369254,0.4894498869630746,-0.13455453918927388
28b,0.49377593360995853,0.5062240663900415,-0.2643436914737618
28c,0.4789736279401283,0.5210263720598717,-0.292956185466989
31a,0.490771259063942,0.509228740936058,-0.08983590758622104
31b,0.48731501057082455,0.5126849894291755,-0.06625983444603223
31c,0.48792884371029227,0.5120711562897078,-0.30424523337909154
31d,0.4987179487179487,0.5012820512820513,0.09040876886271626
31e,0.5044642857142857,0.4955357142857143,0.20855697770437653
32a,0.5048871512348178,0.4951128487651823,-0.105688856619592
32b,0.4853074141048825,0.5146925858951176,-0.06811182552894211
32c,0.49956229938721913,0.5004377006127808,-0.17266249934317165
32d,0.49740458015267175,0.5025954198473283,-0.09948634554908978
33a,0.5091457665472288,0.49085423345277124,-0.16901375670038227
33b,0.51,0.49,-0.15431494774156518
33c,0.5,0.5,-0.14575412712394456
36a,0.49632172633643945,0.5036782736635605,-0.16602887489306573
36b,0.502970297029703,0.497029702970297,-0.30988542890716797
36c,0.5,0.5,-0.22566574839302098
36d,0.5,0.5,0.2808641975308642
36e,0.5000000000000001,0.5000000000000001,0.07466918714555765
37a,0.5104558762024257,0.4895441237975742,-0.22856707355676484
37b,0.5123546511627907,0.4876453488372093,-0.2293538754212912
37c,0.5034722222222222,0.4965277777777778,-0.1028804653781199
41a,0.5027717693292753,0.49722823067072497,-0.21590486372632436
41b,0.49354945418458485,0.5064505458154152,-0.1607806518027362
41c,0.49147516679021497,0.508524833209785,0.02420763945697818
42a,0.514630807669221,0.48536919233077863,-0.15004295054430178
42b,0.509287338893116,0.4907126611068841,-0.1167892240850498
45a,0.5041322314049587,0.49586776859504134,-0.19765965166908553
46a,0.49058636761087115,0.5094136323891291,-0.22850145564776475
47a,0.5,0.5,-0.15474817377931566
47b,0.48863636363636365,0.5113636363636364,-0.4041062801932368
47c,0.5108695652173914,0.4891304347826087,-0.2975444096133751
48a,0.5023255813953489,0.49767441860465117,-0.07845298478345687
48b,0.5,0.5,-0.2979336043360433
48c,0.4931506849315068,0.5068493150684932,-0.32879105520614954
51a,0.49083215800331,0.5091678419966901,-0.1818091191968241
51b,0.5122545041388199,0.48774549586118005,-0.24107965007122584
51c,0.47609942638623326,0.5239005736137667,-0.1399553712311391
52a,0.49536423841060095,0.5046357615893989,-0.2356268735216603
52b,0.5193877551020408,0.4806122448979592,-0.07468388377878711
53a,0.4648997134670487,0.5351002865329513,0.06474286432792653
57a,0.4930232558139535,0.5069767441860465,-0.2934009650741431
57b,0.5259917920656635,0.4740082079343365,-0.3082742847171587
61a,0.4973614775725594,0.5026385224274407,-0.2248115383291453
61b,0.6826171875,0.3173828125,-0.0651495439981101
61c,0.496,0.504,-0.2842592592592593
61d,0.49382716049382713,0.5061728395061729,-0.12891986062717772
62a,0.5022723447128037,0.4977276552871964,-0.2511397133310902
62b,0.5182237117720989,0.48177628822790114,-0.15972787775711272
62c,0.4979253112033195,0.5020746887966805,-0.013832926332926349
64a,0.4982497082847141,0.5017502917152858,-0.30092836329707107
72a,0.4950549450549451,0.5049450549450549,-0.28761112540376754
73a,0.48754113775270336,0.5124588622472966,-0.2932125016011272
73b,0.49333333333333335,0.5066666666666667,-0.2599311440677967
76a,0.4874446085672083,0.5125553914327917,-0.27764226479358656
77a,0.5035460992907801,0.49645390070921985,-0.32626944462473756
82a,0.5038461538461538,0.49615384615384617,-0.30530696259173074
82b,0.5,0.5,-0.42932692307692305
82c,0.5000000000000001,0.5000000000000001,-0.3524691358024691
83a,0.504950495049505,0.49504950495049505,-0.3787588846364134
83b,0.4931506849315068,0.5068493150684932,-0.5737125070741369
83c,0.5000000000000001,0.5000000000000001,-0.8365650969529086
86a,0.47464387464387464,0.5253561253561253,-0.28589422164989864
87a,0.5296198054818745,0.47038019451812557,-0.3018933639941923
