channel_name,PSNR,converged,PSNR1,PSNR2,weight1,weight2,inner_product
12a,15.123475199966354,True,15.082606414043267,9.049939758356473,0.6680757634685944,0.3319242365314039,0.13917215311469291
12b,18.62436762552253,True,9.809629305953983,18.316589829052262,0.1276066618407111,0.872393338159289,0.29933797347284485
12c,9.580538830223949,True,5.758086118673713,8.192388308849091,0.3260474653121889,0.673952534687811,0.026098901098901145
13a,16.53842023231651,True,8.280573435433814,7.568675645731486,0.5064947105033833,0.49350528949661665,-0.20377743982648983
13b,17.037105763305604,True,8.302116623711207,16.985096239492588,0.05684720034375864,0.9431527996562411,0.5119252873563218
13c,17.011752764724378,True,16.422988552430425,10.38304396101995,0.8834366167320225,0.11656338326797734,0.6173995595048225
13d,7.128652324644398,True,5.849344352661493,6.647566835067279,0.09904029888673815,0.9009597011132622,-0.02858849633043188
13e,5.878483869635203,True,6.614333624833234,5.835584064508224,0.6009507329596487,0.3990492670403513,-0.10416666666666663
14a,13.178734260803736,True,6.554582519969957,13.103648262176161,0.05697161778445297,0.9430283822155466,0.2089262613195343
14b,13.728054255911923,True,13.697814356780798,6.670795067152494,0.9548352356123525,0.04516476438764718,0.34766878499968534
14c,10.645620054970443,True,4.338764933990605,10.372371827059066,0.024038461538461547,0.9759615384615384,0.09509803921568631
14d,5.396634555312554,True,6.290085775918862,4.432924662954098,0.8825050734141845,0.1174949265858156,0.027564102564102577
16a,7.602385221537277,True,6.700041595945983,6.5328543483890025,0.1714688957294158,0.8285311042705831,0.04309737854467905
16b,6.715107826624896,True,6.179247322089738,6.064104763237371,0.7531957801860863,0.24680421981391373,0.010842237586423595
16c,6.076516318010537,True,5.991232025415507,4.196255368678133,0.9456521739130435,0.05434782608695654,-0.020370370370370136
17a,17.109873299736513,True,9.02193726141105,12.094197741336762,0.4214335228849532,0.5785664771150478,-0.14376229895671866
17b,7.897287423047557,True,6.329239884223426,5.369336924381496,0.8985533554321454,0.10144664456785273,0.01147857907273804
17c,6.080982332086062,True,5.4396799730856955,6.937199556616271,0.2675740746463544,0.7324259253536456,0.044535519125683015
17d,6.5371072740755185,True,4.299573635171413,6.123397368762871,0.06578947368421051,0.9342105263157895,-0.6050767414403776
21a,24.18276495513611,True,18.829815272193603,22.886009092469806,0.37626610236898644,0.6237338976310128,0.2727132543662647
21b,8.954060508596292,True,8.422183563638605,5.423365545851035,0.8888894782428849,0.11111052175711512,0.726530005941771
21c,9.642001719150347,True,7.727555176481202,7.544393280351734,0.6865117535481776,0.3134882464518225,0.6736263736263737
21d,8.160056450641584,True,7.087412783786637,6.321877875296229,0.9293464737519275,0.07065352624807276,0.36945557998189593
21e,11.634252367221858,True,4.508335030220292,12.327320209127858,0.037878787878787894,0.9621212121212122,0.07968750000000002
22a,17.556723676819928,True,14.877512901747945,14.570396235973991,0.18270845813742628,0.817291541862574,0.21157757575259853
22b,6.267734998652674,True,10.782645433195679,6.108509678945296,0.10199114060867004,0.8980088593913295,-0.08849332533942483
23a,6.406902984849998,True,7.327450632831482,6.503751852191292,0.8114792605681875,0.18852073943181294,0.14575251495824826
23b,18.10371598660873,True,18.21425682685818,6.728993540367406,0.9616248530302707,0.03837514696972932,0.5889132517688679
23c,7.998063527732367,True,7.267831359596293,4.894016653970864,0.8853856804344761,0.1146143195655239,0.7797443461160276
23d,9.449286908244662,True,9.558988068047235,4.290331961861153,0.9342105263157895,0.06578947368421055,0.08094645080946478
25a,12.069425553021425,True,6.909638225051055,12.669306399542988,0.011353909070772697,0.9886460909292298,-0.09937204268599618
25b,21.329144755570724,True,21.77534407016901,13.0394352911001,0.9058514481953069,0.09414855180469267,0.7043740753114112
25c,10.319783475597038,True,10.846671005630252,5.592160928806755,0.9909901408191256,0.009009859180873641,0.09535421623050494
26a,16.000066515125596,True,10.949798091698964,16.28684723967966,0.049476118151642476,0.9505238818483573,0.5088171882430725
26b,16.62203488840807,True,12.307040029832324,16.482489378737633,0.16725922310154182,0.8327407768984593,0.8777252563724713
26c,10.314951685757055,True,5.945866657609679,10.520228480197472,0.058140956291898846,0.9418590437081008,0.5061123214717987
26d,7.118389755592324,True,3.965387922566536,6.4477102927889005,0.07228914291534976,0.9277108570846504,-0.16395262768319793
27a,15.006151537079953,True,8.65167082784189,9.635212620845953,0.5105728557302425,0.48942714426975736,-0.2181206074360465
27b,16.491749041581446,True,16.137794205905614,6.745228589647528,0.6720292186498693,0.3279707813501303,0.021780767861095906
27c,12.135911824916702,True,6.34546650502453,11.790670700718062,0.07548968092469707,0.9245103190753029,0.20239845080609403
27d,15.340199430588504,True,9.31250148845713,14.823925074512786,0.15453554644748213,0.8454644535525168,0.27202707057686115
28a,15.858221906638166,True,13.37121189488132,13.625434632338871,0.44204916363818814,0.5579508363618118,0.1327426665317958
28b,9.174550655503674,True,6.001847859703091,9.831929519626765,0.010211762439996662,0.9897882375600022,-0.0276950742258207
28c,18.88343746759802,True,11.361029450375801,18.975373252685543,0.10394261315420678,0.8960573868457938,0.7371630741137709
31a,23.46062259291965,True,13.407480266838968,10.937177031724524,0.5041924406204307,0.4958075593795691,-0.17128247031645633
31b,24.264938180398048,True,19.078806759619393,24.512466223819054,0.30579984693218637,0.6942001530678125,0.5341425256352161
31c,8.504175017619025,True,5.861937804815619,8.426259032697851,0.08023549335681256,0.9197645066431875,0.06954087346024644
31d,12.423757791764388,True,5.5433656364340385,12.331386165415903,0.05624239216322382,0.9437576078367765,0.24615384615384633
32a,21.449005628385333,True,10.868343075798776,11.00355799618209,0.5038383437677371,0.49616165623226294,-0.19749603167624477
32b,15.647997012893564,True,9.960964433308474,7.555576076296137,0.5084379548594758,0.49156204514052326,-0.20639161916460017
32c,6.720981935685151,True,5.81546543483934,6.667370074673129,0.4185250039908218,0.5814749960091778,-0.0805354399824446
33a,22.77261299629495,True,12.408082643854707,22.94386619919246,0.12665032939133572,0.873349670608665,0.5469070440562593
33b,17.22493315788102,True,9.821369837406294,16.67418476121003,0.08779286790730655,0.912207132092694,0.40942747201492535
33c,7.979319224344462,True,8.309880447224025,4.502069443335186,0.8983050915100312,0.1016949084899688,0.6639150943396226
33d,6.2925157684795705,True,6.302648810620643,5.594036638601867,0.7079160072389358,0.2920839927610643,-0.4692513368983957
35a,19.49494813974586,True,11.966941118053121,9.683660114948987,0.5156201266086899,0.4843798733913101,-0.15180242970119717
35b,13.736298467848526,True,8.3687855559749,12.331349048930424,0.15521638740740382,0.8447836125925968,0.49243061396131194
