channel_name,num_samples,num_spikes,max,max_time_bin,min,min_time_bin,sigma
31b,4617,6750,0.7921481481481482,5,0.30518518518518517,4,0.020391320475515264
32a,4647,11842,0.7198108427630467,5,0.3181050498226651,4,0.016954682429183774
32b,2690,4415,0.628312570781427,4,0.1216308040770102,5,0.026380637293794376
33a,7282,14055,0.5352543578797581,3,0.44283173247954466,5,0.008414715877114056
33b,3817,8252,0.7278235579253515,4,0.07137663596703829,5,0.02679864911981837
33c,2203,2311,0.7083513630463003,5,0.36650800519255733,4,0.018419294199285216
34a,6208,12044,0.6079375622716705,4,0.2945034872135503,5,0.01454063563228956
34b,4076,5501,0.6524268314851845,5,0.39847300490819854,4,0.015844456178851284
34c,2199,2601,0.6801230296039985,5,0.44252210688196847,3,0.017621801714874496
36a,8014,22580,0.5713906111603189,4,0.3596545615589017,5,0.011585558722865694
36b,956,1020,0.5470588235294118,4,0.4519607843137255,7,0.016479955403991196
36c,1429,1563,0.5438259756877799,3,0.45297504798464494,1,0.013998952001829603
36d,1050,1077,0.7818012999071495,4,0.436397400185701,1,0.02468619630442987
36e,257,259,0.7413127413127413,4,0.41312741312741313,4,0.03450268220594384
37a,8813,26014,0.5414007841931268,4,0.4842008149457984,3,0.007065033875461973
37b,1989,2247,0.5420560747663551,5,0.4561637739207833,7,0.01240380579020031
37c,463,491,0.7780040733197556,5,0.319755600814664,4,0.032455481529452226
38a,4989,8653,0.692707731422628,4,0.21876805732116028,5,0.02009619807052592
38b,5759,7417,0.6606444654172846,5,0.3907240124039369,4,0.012770721231769923
38c,4873,6748,0.6504149377593361,5,0.4352400711321873,4,0.013747506390584505
38d,1666,1812,0.7676600441501104,5,0.3956953642384106,4,0.02074983167426475
41a,6818,16997,0.5380361240218862,4,0.2806377596046361,5,0.013100477357454243
41b,2930,4206,0.7622444127436995,5,0.38468854018069426,3,0.018250724646229937
41c,2460,3542,0.6538678712591756,4,0.10333145115753811,5,0.02542759247344756
42a,3852,8751,0.6402696834647469,4,0.15346817506570679,5,0.027290302528070652
42b,4396,8472,0.6546270066100094,5,0.29390934844192634,4,0.016532151046131205
43a,5576,10481,0.5651178322679133,3,0.3184810609674649,5,0.015964381660357123
43b,2055,2078,0.6665062560153994,5,0.3156881616939365,4,0.018933252341837827
43c,2031,2063,0.6698982064953951,5,0.3388269510421716,4,0.018720135528685036
43d,887,984,0.6341463414634146,4,0.4115853658536585,3,0.021133931998959594
43e,794,1237,0.7316087308003234,3,0.16814874696847212,5,0.029219134991164974
45a,8172,19788,0.5221851627248838,3,0.46710127349909036,5,0.007437326014623248
45b,1202,1248,0.6522435897435898,5,0.4182692307692308,3,0.020672077199518465
45c,816,938,0.5554371002132196,6,0.4541577825159915,6,0.01787192207711382
45d,736,813,0.7158671586715867,4,0.42927429274292744,1,0.025035433965376726
46a,3288,4436,0.5543282236248873,4,0.45175834084761046,5,0.011340633399046667
46b,1874,1952,0.6316598360655737,3,0.32633196721311475,5,0.017678126793836214
47a,4325,5463,0.6426871682225883,4,0.262310086033315,5,0.01872873960399998
47b,1493,1590,0.8081761006289309,5,0.2679245283018868,4,0.024999886740308785
47c,1650,1853,0.7155963302752294,4,0.4560172692930383,1,0.01997422171939223
47d,85,86,0.686046511627907,7,0.26744186046511625,5,0.05858494672015344
51a,600,666,0.575075075075075,2,0.3258258258258258,5,0.025769277918974483
51b,472,642,0.5981308411214953,3,0.29127725856697817,5,0.029896097944279908
51c,299,375,0.6826666666666666,3,0.4053333333333333,5,0.03416249974590397
53a,3862,5058,0.630684064847766,3,0.2611704230921313,5,0.021440639437751482
61a,5019,6741,0.5502151016169707,4,0.47515205459130694,3,0.009591474500974029
61b,1705,2345,0.762046908315565,3,0.15991471215351813,5,0.025345497235125632
61c,396,418,0.6818181818181818,4,0.42105263157894735,7,0.029705998455792967
61d,171,175,0.7542857142857143,3,0.2,5,0.04346845908916873
62a,3876,8446,0.6411318967558608,4,0.14835425053279658,5,0.02731434941433595
62b,657,709,0.613540197461213,4,0.2834978843441467,5,0.028405600900913208
62c,228,235,0.6212765957446809,4,0.3872340425531915,5,0.03536327723779759
62d,116,117,0.6324786324786325,4,0.3418803418803419,6,0.04827645566981687
62e,97,98,0.6836734693877551,4,0.12244897959183673,5,0.06070996463572012
62f,160,166,0.6144578313253012,3,0.21686746987951808,5,0.04407010651527323
63a,133,134,0.6268656716417911,4,0.40298507462686567,3,0.041428233105834746
63b,70,73,0.7671232876712328,3,0.1232876712328767,5,0.0716818605042883
63c,49,94,0.7127659574468085,0,0.30851063829787234,4,0.07499075147996502
67a,4654,7629,0.6711233451304234,4,0.18049547778214706,5,0.02137290124688732
67b,285,295,0.7966101694915254,5,0.26440677966101694,3,0.03977345983723467
67c,425,477,0.7987421383647799,5,0.2914046121593291,4,0.0354856407190249
67d,186,188,0.6223404255319149,4,0.3776595744680851,4,0.038467026844724125
71a,5192,9182,0.6654323676758876,5,0.46656501851448484,0,0.01315707165449615
71b,2528,4563,0.6738987508218277,3,0.04821389436774052,5,0.030430978653587605
71c,2248,2934,0.7198364008179959,3,0.38070892978868437,5,0.019899887122928228
71d,1059,1152,0.5928819444444444,3,0.3333333333333333,5,0.021126476672552193
72a,5548,10032,0.5848285486443381,4,0.33014354066985646,5,0.016739250980516675
72b,5395,7978,0.6604412133366758,4,0.21697167209827023,5,0.017476545076193166
72c,4229,6703,0.5728778159033269,4,0.4754587498135163,4,0.010146600686406708
76a,587,639,0.5993740219092332,4,0.28794992175273865,5,0.028713042584222945
76b,468,577,0.7538994800693241,4,0.3968804159445407,2,0.03064070156483427
77a,8612,16765,0.5238294065016403,4,0.46239188786161645,5,0.006879659619451216
77b,2020,2547,0.5696898311739301,5,0.3773066352571653,5,0.016407835790067278
83a,267,280,0.6214285714285714,4,0.40714285714285714,4,0.03280851378848071
83b,167,173,0.6242774566473989,3,0.24277456647398843,5,0.04496089688826035
83c,67,112,0.8392857142857143,3,0.16071428571428573,5,0.07287505434222312
85a,3162,4602,0.6710126032159931,4,0.11125597566275533,5,0.02535676095164848
85b,2563,4002,0.6081959020489756,4,0.4465267366316842,5,0.01406545165831366
85c,853,954,0.6656184486373166,3,0.22327044025157233,5,0.026014099462298282
86a,4985,6609,0.6547132697836284,5,0.4319866848237252,3,0.014134122059837852
86b,596,665,0.9578947368421052,5,0.15338345864661654,4,0.044307930875854946
87a,3127,3777,0.6039184537993116,4,0.4524755096637543,3,0.014538050891884065
87b,584,899,0.6451612903225806,3,0.1167964404894327,5,0.04133131185920683
