channel_name,num_samples,num_spikes,max,max_time_bin,min,min_time_bin,sigma
12a,2434,4601,0.6159530536839818,3,0.2127798304716366,5,0.024021481021340295
13a,7713,12882,0.5750659835429281,4,0.3795994410805775,5,0.010616134708484503
13b,3065,3707,0.5842999730240086,5,0.4453736174804424,2,0.014392153476713155
13c,2608,2914,0.709334248455731,5,0.3387096774193548,4,0.019473411415408946
14a,8716,26257,0.5715809117568649,5,0.46300034276573865,4,0.008452719198449985
14b,5257,9180,0.5839869281045752,4,0.36775599128540304,5,0.015277542272675394
16a,8143,22460,0.5464381121994657,5,0.46963490650044526,4,0.00795484741146539
16b,4973,7042,0.7152797500710025,5,0.3636750923033229,4,0.01784768853852688
17a,7621,16590,0.5763713080168776,4,0.34948764315852926,5,0.013319924861296498
17b,6886,14035,0.5591022443890274,3,0.4437477734235839,5,0.009739836661379184
17c,4116,5516,0.5281000725163162,3,0.4767947788252357,6,0.008844973905262999
21a,5029,7775,0.7790353697749196,5,0.35112540192926045,4,0.019351261399942907
21b,5972,10519,0.5285673543112464,3,0.43692366194505183,4,0.00979158759887025
22a,6495,11508,0.552745915884602,4,0.37208898157803266,5,0.012638966278226735
22b,7099,15606,0.5558759451493015,2,0.3853005254389337,4,0.010337482284104657
22c,3733,5648,0.5816218130311614,3,0.3225920679886686,5,0.018986864614153845
22d,2873,5259,0.6299676744628256,3,0.20992584141471762,5,0.023104861621107236
23a,6689,13447,0.5409384992935227,3,0.4240351007659701,5,0.009241094320108289
23b,3463,4379,0.527289335464718,2,0.4373144553551039,5,0.010543894283054207
23c,1204,1440,0.7354166666666667,5,0.3284722222222222,4,0.024886895298055555
23d,752,1250,0.7208,3,0.176,5,0.0369449645786113
25a,8451,26155,0.5254062320779965,4,0.44343337793920856,5,0.008017511758411568
25b,3657,4829,0.7492234417063575,5,0.32387657900186373,4,0.02194418925860386
25c,2434,4340,0.6758064516129032,4,0.19976958525345623,5,0.025928572221654445
26a,5795,9169,0.5444432326316937,3,0.4411604318900643,5,0.00898955448253918
26b,5737,9808,0.5604608482871125,3,0.4305668841761827,5,0.010076626356515671
26c,4885,6699,0.6162113748320645,5,0.3754291685326168,4,0.01198459479519439
27a,7428,16323,0.5509403908595234,5,0.4633339459658151,4,0.008018608662476452
27b,3950,5059,0.5485273769519667,5,0.47044870527772287,4,0.010121484713141213
28a,8474,23961,0.5512290805892909,4,0.42782020783773633,5,0.009127277432594439
28b,1385,1429,0.787963610916725,5,0.3282015395381386,4,0.025175249500280963
31a,7225,22232,0.5797049298308744,4,0.2949802087081684,5,0.016700240928537235
