channel_name,sta_PSNR,weight1,weight2,inner_product,PSNR0,PSNR1,max_weight,number_of_samples,number_of_spikes,eig1,eig2,eig3,cell_type
25a,12.069425553021427,0.4931062449310625,0.5068937550689375,-0.2446446310356591,6.373725959448298,7.8548023218961776,0.5068937550689375,3699,4898,0.5522446621765997,0.5493295560738408,0.5493295560738408,ON
25b,21.329144755570727,0.4485738980121001,0.5514261019878998,0.2027294764319442,15.269490149755779,17.281574915397123,0.5514261019878998,1157,2190,1.0757166303483991,0.8636468893959198,0.8636468893959198,ON
25c,10.319783475597037,0.5436746987951807,0.4563253012048193,-0.21985603838976267,6.568901282721278,6.206329407178693,0.5436746987951807,1328,1507,0.8975828667577791,0.8168082919911902,0.8168082919911902,OFF
26a,16.000066515125596,0.5090852130325815,0.4909147869674185,0.039323799016556776,13.336663626356588,11.470119184511645,0.5090852130325815,3192,5308,0.688606390562164,0.6247331893879671,0.6247331893879671,OFF
26b,16.62203488840807,0.5072674418604651,0.4927325581395349,0.4917214430389422,13.124205667946455,13.682223415799589,0.5072674418604651,688,1121,1.329845718060154,1.1141217849196239,1.1141217849196239,ON
26c,10.314951685757057,0.5020080321285141,0.4979919678714859,0.09888919830440282,8.301570641313228,8.08934532870837,0.5020080321285141,249,360,2.5520157932888234,2.4794736735745255,2.4794736735745255,OFF
26d,7.118389755592324,0.5060240963855421,0.4939759036144578,-0.3564953271028037,5.495200421964222,5.584509998692498,0.5060240963855421,83,207,6.373785685229142,5.9377840409205405,5.9377840409205405,unknown
27a,15.006151537079955,0.5002923406743229,0.499707659325677,-0.22217022878518985,7.102375284208584,6.483584322412052,0.5002923406743229,5131,6080,0.45961670421312967,0.45505387242976775,0.45505387242976775,OFF
27b,16.491749041581446,0.4626415094339623,0.5373584905660377,-0.1970537523169103,7.6726729965526035,9.94675703133515,0.5373584905660377,2650,3056,0.5554345966582599,0.5459371971933887,0.5459371971933887,ON
27c,12.135911824916704,0.4669051878354204,0.5330948121645797,-0.1863837861046964,8.056505495095289,8.440989191838838,0.5330948121645797,1118,1177,0.7455630485559691,0.7388825350517082,0.7388825350517082,ON
27d,15.340199430588505,0.4703476482617587,0.5296523517382413,-0.10831220285261492,9.928490123192145,10.349085360282347,0.5296523517382413,978,1331,0.8801587995609937,0.8561322770850376,0.8561322770850376,OFF
28a,15.858221906638164,0.5133280548957508,0.4866719451042492,-0.024786722786266476,11.642708909862902,11.336029786238043,0.5133280548957508,3789,5535,0.5577158463763091,0.518167066531779,0.518167066531779,OFF
28b,9.174550655503674,0.4938672438672438,0.5061327561327561,-0.2413422685793829,7.277362295256965,6.214299257803078,0.5061327561327561,2772,3152,0.6564447714823101,0.6034629075591271,0.6034629075591271,ON
28c,18.883437467598018,0.4986301369863014,0.5013698630136987,0.2927056884358771,14.348498859369679,15.023456463804116,0.5013698630136987,730,1149,1.1860918116542036,1.0354899919705973,1.0354899919705973,ON
31a,23.46062259291965,0.4972249909218681,0.5027750090781317,-0.16090874498827185,12.917341420601591,11.906309536979485,0.5027750090781317,7027,11785,0.43635049516540225,0.432908231723926,0.432908231723926,OFF
31b,24.26493818039805,0.5267791636096845,0.4732208363903155,0.222462032654768,19.04576397266456,18.474336917804738,0.5267791636096845,1363,2909,0.9496189028532717,0.7925320056618015,0.7925320056618015,ON
31c,8.504175017619026,0.5058823529411764,0.4941176470588236,-0.2228960927436669,6.487416713053725,6.372895882289027,0.5058823529411764,255,273,1.8495203875558168,1.6186501354752802,1.6186501354752802,ON
31d,12.423757791764386,0.5016077170418006,0.4983922829581994,-0.16064429201371866,9.424324042925873,8.175032240785212,0.5016077170418006,311,313,1.3583916394472018,1.2826523280314803,1.2826523280314803,ON
32a,21.449005628385333,0.4949765572672472,0.5050234427327528,-0.1782475638552397,10.263141746213595,12.073979819004714,0.5050234427327528,4479,5544,0.4729797780498331,0.470517155038758,0.470517155038758,OFF
32b,15.647997012893565,0.4909060846508757,0.5090939153491243,-0.20489704988420127,6.603767261446327,8.848676686661774,0.5090939153491243,6048,9649,0.44638968316037186,0.44044102197446766,0.44044102197446766,ON
32c,6.720981935685152,0.16491596638655462,0.8350840336134454,-0.05830642681426815,6.067411634524902,6.2569324211378525,0.8350840336134454,952,973,0.7542428267227971,0.7479286026055547,0.7479286026055547,unknown
33a,22.772612996294953,0.4056603773584906,0.5943396226415094,0.2156970450262619,16.138044629909764,18.93761304059223,0.5943396226415094,954,1244,0.9475712751207942,0.8822467750073548,0.8822467750073548,ON
33b,17.22493315788102,0.4991680532445924,0.5008319467554077,0.025336481800946282,10.96922146562858,13.497843125798287,0.5008319467554077,601,969,1.3310259643801168,1.2753516114193892,1.2753516114193892,OFF
33c,7.979319224344463,0.4915254237288136,0.5084745762711865,-0.23548387096774184,7.0947431948775765,5.827192487956331,0.5084745762711865,59,61,6.757791166598369,3.5970596705045055,3.5970596705045055,unknown
33d,6.2925157684795705,0.5068493150684932,0.4931506849315068,-0.2927927927927927,6.240920204270536,6.227259075217212,0.5068493150684932,73,73,3.402822320653383,3.124425890470318,3.124425890470318,unknown
35a,19.49494813974586,0.4852032520253907,0.5147967479746093,-0.1507395906820303,10.318036139842027,11.436719105901759,0.5147967479746093,6150,9247,0.44461896275053414,0.43863629809423443,0.43863629809423443,OFF
35b,13.736298467848526,0.4973821989528796,0.5026178010471204,0.2851444851444852,10.124948248679154,11.14206850890469,0.5026178010471204,191,222,2.259472398176505,2.2465233356823155,2.2465233356823155,OFF
35c,7.91706703895637,0.5000000000000001,0.5000000000000001,-0.5918367346938778,5.914038431312793,5.959089064352003,0.5000000000000001,28,28,6.982711338897668,6.567074092570519,6.567074092570519,unknown
35d,10.929587465640726,0.5,0.5,0.2982683982683985,7.78278215319576,8.438135424283233,0.5,96,118,4.92522594678213,3.6252329535530405,3.6252329535530405,OFF
35e,10.865869527141614,0.5046728971962616,0.4953271028037383,-0.06652462121212123,7.431388252479267,8.822040385084136,0.5046728971962616,107,130,4.4283781979213845,3.6022701296460204,3.6022701296460204,OFF
35f,8.181670126287258,0.4931506849315068,0.5068493150684932,-0.29992492492492484,5.733207231925758,6.958332865836246,0.5068493150684932,73,73,3.3022525605455386,3.172609370283007,3.172609370283007,OFF
35g,6.1192365400439845,0.5,0.5,-0.4617768595041322,5.278631032590863,6.147776504400928,0.5,88,88,2.8617090689250086,2.760005435123398,2.760005435123398,unknown
36a,17.75567089187746,0.4727772234119461,0.5272227765880542,-0.21292137016529872,7.223671091086084,8.359351187387249,0.5272227765880542,8008,13565,0.40863554354047193,0.4057681426915095,0.4057681426915095,OFF
36b,17.02118250435888,0.5052720371151412,0.4947279628848587,-0.05630298443014405,11.88133657259104,12.871166541914484,0.5052720371151412,4742,8730,0.5189284892810402,0.49063669418064026,0.49063669418064026,OFF
36c,10.318830076834,0.4783910997004706,0.5216089002995293,-0.5622216019695409,19.321130435731735,19.367767660850067,0.5216089002995293,2337,4098,0.7982560662608963,0.6201017444866234,0.6201017444866234,unknown
36d,12.434399794218082,0.5022026431718062,0.4977973568281938,0.012792397660818702,9.53388544064816,10.02104459893886,0.5022026431718062,227,234,1.7213799554664693,1.7078055991730188,1.7078055991730188,OFF
37a,22.985634435781908,0.5060122215651482,0.4939877784348517,-0.1514509081906027,13.508186554767224,12.480820351903644,0.5060122215651482,5073,6688,0.4629511433088251,0.4577572518601106,0.4577572518601106,OFF
37b,18.71531378906813,0.4825787218185207,0.5174212781814792,-0.19144959993455574,12.05559783863078,6.465602399782206,0.5174212781814792,5367,9568,0.5426205180416381,0.476537404972068,0.476537404972068,OFF
37c,22.5525601696961,0.4987864077669903,0.5012135922330098,0.3713277601028905,18.184823621363986,17.69663605728595,0.5012135922330098,824,1538,1.0942724551841447,0.9890916902677456,0.9890916902677456,ON
37d,12.014740248613005,0.5,0.5,-0.24956568871346585,6.911745186356053,7.179977924664429,0.5,908,1073,0.8920517127725659,0.8761790473640866,0.8761790473640866,OFF
37e,11.11441955578431,0.4923076923076923,0.5076923076923077,-0.08806818181818196,7.818293670840127,7.761647949156701,0.5076923076923077,65,65,3.479406642492828,3.428088789607615,3.428088789607615,OFF
38a,20.139043390862167,0.5043926082326458,0.4956073917673544,-0.19753215637136373,7.678183940727132,11.301421004135642,0.5043926082326458,6602,9137,0.4306500094052399,0.42687137510267126,0.42687137510267126,OFF
41a,17.405379507074002,0.7127236580516899,0.2872763419483101,0.26056931214309603,14.983029671345275,12.801458518883493,0.7127236580516899,1006,1260,0.8980894872849918,0.8518835991998799,0.8518835991998799,OFF
41b,8.03710518431194,0.5038461538461538,0.4961538461538462,-0.2470036182722749,6.295071917974307,5.882929190324696,0.5038461538461538,260,266,1.5421218289936873,1.496323206980188,1.496323206980188,unknown
41c,5.4604521499237695,0.5000000000000001,0.5000000000000001,-0.9380165289256198,5.2721352193232764,5.0252640637868895,0.5000000000000001,22,22,8.354383904932217,8.18344559870686,8.18344559870686,unknown
41d,5.936880350008898,0.5,0.5,-0.12773160972606962,5.913939241389956,6.100310467539312,0.5,114,114,2.3615687467175763,2.2558979419477767,2.2558979419477767,unknown
42a,5.962682589575661,0.5011335744307658,0.4988664255692349,-0.23264228033655704,5.765282672427534,5.844700238206773,0.5011335744307658,8822,15907,0.3967560599336112,0.39586584974107153,0.39586584974107153,unknown
42b,9.937666837839753,0.5026178010471204,0.4973821989528796,-0.1487470862470863,6.833703373825967,9.173500479373232,0.5026178010471204,191,203,1.9916423152079223,1.8814658898326961,1.8814658898326961,OFF
42c,6.367056124045867,0.5,0.5,-0.3856770833333333,5.558570707897637,6.056056234724632,0.5,108,124,3.195323780892316,2.960703604096938,2.960703604096938,unknown
43a,21.38555301449229,0.4901445466491458,0.5098554533508541,-0.07317444126700788,13.733382817607145,14.325209098464448,0.5098554533508541,3805,4687,0.5008912400099799,0.49471013939141373,0.49471013939141373,OFF
43b,6.370674247272345,0.4951033732317737,0.5048966267682263,-0.3242974546690753,5.6127927806687365,5.972519691547908,0.5048966267682263,919,1006,0.9877824763015383,0.8744191430471752,0.8744191430471752,unknown
43c,13.141036234959062,0.5,0.5,-0.21738806803379368,8.241589346204359,8.425269559427576,0.5,506,568,1.125155991950819,1.0960047079808672,1.0960047079808672,OFF
45a,17.232221709367867,0.4969040247678019,0.5030959752321982,0.4049255870149575,14.034988139891162,13.143604988976891,0.5030959752321982,646,1132,1.4617349455760258,1.2904746807651606,1.2904746807651606,ON
45b,11.028726142481782,0.5024875621890548,0.4975124378109453,-0.20103727441389774,8.477391556136734,8.538522480950611,0.5024875621890548,402,487,1.4100253180761866,1.3432867341364523,1.3432867341364523,ON
45c,7.9102311888071535,0.5,0.5,0.14972047519217332,7.290738832339955,6.446729067581518,0.5,102,107,3.276600778644715,3.032389588225514,3.032389588225514,OFF
46a,14.679287644963448,0.5025779523692611,0.497422047630739,-0.20394267160734847,7.2536884524399206,7.425551730124823,0.5025779523692611,4073,5468,0.5180687345258097,0.4955275369004074,0.4955275369004074,OFF
46b,10.083431751722651,0.5004198152812762,0.4995801847187238,-0.2642314552512853,6.689154884779126,5.961350053257044,0.5004198152812762,2382,2762,0.5925556102094761,0.580456466015294,0.580456466015294,OFF
47a,21.962880924778307,0.5025580480125935,0.4974419519874066,-0.018195720600337736,14.825539072840874,15.806554223402536,0.5025580480125935,2541,3071,0.6267314865331924,0.5630755942934457,0.5630755942934457,OFF
48a,7.062186244543175,0.5033333333333333,0.4966666666666666,-0.21941511647394,6.966712034881481,5.692869800643018,0.5033333333333333,300,309,1.4604127745300806,1.3729478041192162,1.3729478041192162,unknown
48b,9.48015125465925,0.4956521739130435,0.5043478260869565,-0.3730876966171083,7.958943299636923,5.9166192348340365,0.5043478260869565,230,236,1.6612347780289702,1.6476830912096043,1.6476830912096043,ON
48c,5.989197981482702,0.4978354978354978,0.5021645021645021,-0.2555097451274363,5.926224364589142,5.725654873001915,0.5021645021645021,231,231,1.5619254155794853,1.5059977557080864,1.5059977557080864,unknown
48d,8.710476771887777,0.5076923076923077,0.4923076923076923,0.0064338235294117705,6.416211045784035,7.540845320547796,0.5076923076923077,65,66,4.434483728373085,3.6039208007549917,3.6039208007549917,unknown
48e,8.76743042872638,0.5000000000000001,0.5000000000000001,-0.29499999999999993,7.346834563138487,6.025589212439656,0.5000000000000001,40,40,5.224879356364076,4.811139511708641,4.811139511708641,unknown
51a,19.108302034769448,0.4911633624738265,0.5088366375261734,-0.17956493740091853,8.725411792186105,10.416630934734703,0.5088366375261734,6507,8924,0.430525234126927,0.4257728608881402,0.4257728608881402,OFF
51b,6.351166886207001,0.5,0.5,-0.22146892655367234,6.1283003306208075,5.787338606108942,0.5,114,119,2.9091707012438577,2.7838143561518476,2.7838143561518476,unknown
53a,6.074724149582863,0.4983498349834983,0.5016501650165016,-0.4078304283086625,7.201566123996093,7.1032096435685785,0.5016501650165016,303,478,1.4892528406778438,1.461612165210063,1.461612165210063,unknown
53b,6.0356970776576615,0.5018315018315018,0.4981684981684982,-0.3784568249617027,5.919256943584441,5.4011196083086155,0.5018315018315018,273,315,1.6675211860931216,1.5495686128795227,1.5495686128795227,unknown
53c,5.966734568953651,0.4966887417218543,0.5033112582781457,-0.3371760096443641,6.184396852741822,6.272403524539277,0.5033112582781457,151,163,2.4175580003875092,2.2994532621165735,2.2994532621165735,unknown
53d,7.836556202920951,0.5,0.5,-0.2361767157543763,6.755259159845469,5.399079450257015,0.5,114,120,2.965565839765993,2.787546794586009,2.787546794586009,OFF
54a,19.86635104749874,0.5111464968152867,0.4888535031847134,0.14391936561093205,15.345397511327699,15.13500258056919,0.5111464968152867,3140,7687,0.6722464149699565,0.5714529870340468,0.5714529870340468,OFF
54b,20.81461477326668,0.5087628865979381,0.4912371134020618,-0.11866074582429227,13.605891219516884,12.843198905923428,0.5087628865979381,1940,2050,0.5928673144059496,0.5889582540651024,0.5889582540651024,OFF
54c,6.799199534427425,0.5040091638029782,0.4959908361970218,-0.3294372294372294,5.612466571661301,6.08551911333275,0.5040091638029782,873,1231,0.9209940639179701,0.8606273123645927,0.8606273123645927,unknown
54d,5.791613937061255,0.505338078291815,0.494661921708185,-0.3023292315419387,5.722633172025976,5.882647297012457,0.505338078291815,281,357,1.8386186415827763,1.7339599265506387,1.7339599265506387,unknown
56a,18.509581345352775,0.4809907834101382,0.5190092165898618,0.04159154735567218,14.489289623857776,12.670541125852852,0.5190092165898618,3472,6695,0.6214235199933215,0.5378844546668397,0.5378844546668397,OFF
56b,6.055892944191692,0.5027462467960454,0.4972537532039546,-0.2668679717734834,6.615515829573215,5.3611947427891975,0.5027462467960454,2731,2961,0.5215603275996753,0.5189735884841257,0.5189735884841257,unknown
58a,5.898365060184369,0.5058823529411764,0.4941176470588236,-0.3099838969404188,5.640258137783957,6.552647634594248,0.5058823529411764,85,100,3.8904193580507442,3.7120381631556754,3.7120381631556754,unknown
61a,22.265947966290025,0.4928684627575277,0.5071315372424723,0.003533098783540183,16.881357698620608,14.759435266584456,0.5071315372424723,4417,8017,0.5314268981569328,0.4941673904158104,0.4941673904158104,OFF
61b,9.815396319495996,0.4873068432671082,0.5126931567328918,-0.2690776670401604,6.4737072175650665,6.229582984030935,0.5126931567328918,1812,2148,0.6794097127362871,0.6488671745469238,0.6488671745469238,unknown
62a,8.960171264776474,0.5017902813299233,0.4982097186700768,-0.2518134611372606,6.631190442750919,6.149656259449773,0.5017902813299233,3910,4582,0.4912585753014475,0.48233483848849634,0.48233483848849634,unknown
62b,12.982288633261387,0.4915640674874601,0.5084359325125399,-0.2505906382799712,7.460600284402045,7.795748690221182,0.5084359325125399,2193,2308,0.5597265592725086,0.5504882963845252,0.5504882963845252,OFF
63a,17.381460874136074,0.4753279200499688,0.5246720799500312,0.004303813425780012,11.728824296780267,12.908733666613534,0.5246720799500312,1601,1785,0.7066184583636077,0.6509706898795493,0.6509706898795493,OFF
63b,18.115812175419396,0.4953902888752305,0.5046097111247695,-0.05208437075425881,13.255029484564178,11.440313198377895,0.5046097111247695,1627,1804,0.6980285246294169,0.668081000406658,0.668081000406658,OFF
63c,6.028966620347393,0.4669020300088261,0.5330979699911739,-0.3086716010907674,5.09058854810181,5.4963057041413785,0.5330979699911739,1133,1435,0.8167338364491269,0.7746690175052056,0.7746690175052056,unknown
63d,11.994107084760135,0.5008665511265165,0.4991334488734835,-0.2654091624409861,6.904411652875591,7.8485202937603695,0.5008665511265165,577,605,1.0178003991455704,0.9828590146177975,0.9828590146177975,OFF
63e,5.343131681522994,0.4878048780487806,0.5121951219512196,-1.2092391304347825,5.473564448987582,5.9660408731456185,0.5121951219512196,41,47,6.720452455132291,6.690262654345172,6.690262654345172,unknown
64a,21.238999684845194,0.4740458015267176,0.5259541984732824,-0.0611630915490839,14.946798852952053,13.981205488895252,0.5259541984732824,1310,1461,0.7387263919386607,0.7051489708585543,0.7051489708585543,OFF
65a,13.424215837721858,0.5007235890014472,0.4992764109985528,-0.0330492424242424,9.182423297930166,9.764761277074863,0.5007235890014472,691,796,1.070376423720852,1.0217135594609914,1.0217135594609914,OFF
65b,11.19808586419068,0.5,0.5,-0.1395344145888809,8.206059788118491,7.30424962519833,0.5,242,315,2.368675541335466,2.030547351513625,2.030547351513625,ON
65c,8.447518819198926,0.5,0.5,-0.2345638078396699,6.3261026831106015,5.679560387167071,0.5,228,233,2.0354125936849115,1.6536297854884756,1.6536297854884756,unknown
68a,5.704092059948093,0.4956521739130435,0.5043478260869565,-0.3507442849548112,6.186658849174807,5.355741288355018,0.5043478260869565,345,388,1.3665152890942798,1.3235123920444067,1.3235123920444067,unknown
68b,4.971244860717461,0.4984126984126984,0.5015873015873016,-0.2117040649402759,5.861417096133635,5.386305079228787,0.5015873015873016,315,360,2.5430637462859162,2.4348315193924988,2.4348315193924988,unknown
71a,19.531102702657726,0.5012134737701911,0.4987865262298082,-0.2171258020134996,7.585489202871416,6.365075275988341,0.5012134737701911,8653,18485,0.40164546049414024,0.3967758464138775,0.3967758464138775,OFF
71b,23.712958973590965,0.499747219413549,0.500252780586451,-0.12837957778456194,14.523292591478102,14.071233954468367,0.500252780586451,3956,7557,0.5751358951604274,0.5106575925591528,0.5106575925591528,ON
71c,13.76032742029995,0.5327342747111682,0.4672657252888318,-0.2967520806298001,10.748156395066378,11.557613898819284,0.5327342747111682,2337,2912,0.6306946636126107,0.6005778942253229,0.6005778942253229,ON
72a,24.425058123092303,0.4865290412869035,0.5134709587130967,-0.06670958659372497,15.470965454326244,16.64664314743678,0.5134709587130967,5716,11633,0.46899011282531067,0.4648973889227062,0.4648973889227062,OFF
72b,10.690418804377872,0.5039164490861618,0.4960835509138381,-0.1882284382284382,7.925514305145191,6.899753402879961,0.5039164490861618,383,681,1.5986085487933692,1.5745766800275693,1.5745766800275693,OFF
72c,8.744087959559023,0.5,0.5,-0.21130952380952386,6.273070462828812,7.613482463493375,0.5,366,443,1.6277282423633797,1.5091044633838753,1.5091044633838753,ON
72d,9.40073069906939,0.5076923076923077,0.4923076923076923,-0.0840413318025258,6.3883150754802775,8.415714931864972,0.5076923076923077,130,132,2.437388604966831,2.3968891582941403,2.3968891582941403,OFF
72e,5.9819462459428925,0.4864864864864866,0.5135135135135136,-0.5750000000000001,5.064069557871594,5.518355742081424,0.5135135135135136,37,39,7.546818623932113,6.70106358853353,6.70106358853353,unknown
73a,23.01055078357976,0.4793014230271669,0.5206985769728332,0.04080768358709893,16.49023715725943,16.805253569026533,0.5206985769728332,1546,3329,0.8903967814466773,0.7280659989367718,0.7280659989367718,ON
73b,17.004772779906215,0.5053763440860215,0.4946236559139785,-0.03931705038902199,11.098526811388792,12.44810649387482,0.5053763440860215,837,1269,0.8647042753417608,0.8422624544819113,0.8422624544819113,ON
73c,18.086632816744935,0.4954248366013072,0.5045751633986928,-0.0505970149253731,12.130267345902551,12.830203169100995,0.5045751633986928,765,802,0.9022412278604721,0.8629715646481709,0.8629715646481709,ON
74a,13.410873252384546,0.4623931623931624,0.5376068376068376,-0.21005318324985797,8.339393767054139,8.880565254535641,0.5376068376068376,1170,1975,0.831881364705133,0.7705424307577423,0.7705424307577423,OFF
74b,9.25888177902986,0.5013123359580053,0.4986876640419948,-0.2986344609895012,6.4954098206103525,6.327152984712247,0.5013123359580053,381,483,1.6262376531116394,1.4779236041319364,1.4779236041319364,OFF
74c,6.544573588457783,0.5,0.5,-0.05592469545957929,6.7145670215637585,6.587619764154196,0.5,76,85,6.428680383845186,4.032475916564979,4.032475916564979,unknown
74d,7.529598911088801,0.4953271028037383,0.5046728971962616,-0.15987196765498654,6.046092938614522,6.2432164050555565,0.5046728971962616,107,109,2.8745390692384705,2.7089276942391862,2.7089276942391862,OFF
75a,19.735870918603545,0.4976798143851508,0.5023201856148491,0.009617248426962335,13.476194400646262,14.62808844042098,0.5023201856148491,4310,10187,0.5750405458484203,0.5207676620462786,0.5207676620462786,OFF
76a,10.540886246331153,0.4616949152542373,0.5383050847457627,-0.2729665115172724,6.543396841135159,6.319445735422238,0.5383050847457627,1475,2444,0.691614555985689,0.6727347163543345,0.6727347163543345,unknown
76b,8.012499979554782,0.4974811083123426,0.5025188916876574,-0.31634346431482463,7.861939542915965,5.306399254645652,0.5025188916876574,794,826,0.855141414181869,0.8370388538228123,0.8370388538228123,unknown
76c,6.8649299433579,0.4939516129032258,0.5060483870967742,-0.29099305495518873,6.72967409328841,6.148706899043251,0.5060483870967742,496,527,1.3259611531759332,1.073213705300659,1.073213705300659,unknown
77a,11.694704125879795,0.5042372881355932,0.4957627118644068,-0.08679861388777814,8.460059986851718,8.346783849032311,0.5042372881355932,236,245,1.6956610973158912,1.6697720200917296,1.6697720200917296,OFF
82a,15.08713988692308,0.4908356632494564,0.5091643367505436,-0.027502821887168724,10.991996775037878,10.635649087123415,0.5091643367505436,3219,5543,0.5858228588514391,0.5431830141491724,0.5431830141491724,ON
82b,15.507029151744426,0.5058750773036488,0.4941249226963513,-0.02815797317436657,11.742956750201197,10.570615243643104,0.5058750773036488,1617,2842,0.7988253751863058,0.7140660704177056,0.7140660704177056,OFF
