channel_name,PSNR,converged,PSNR1,PSNR2,weight1,weight2,inner_product
12a,15.123475199966354,True,14.79315415500974,10.143554348238407,0.6524454939590071,0.347554506040991,0.15109160636212873
12b,18.62436762552253,True,7.950698719443141,18.543005759247674,0.07689556659527101,0.9231044334047287,0.3268448100436304
12c,9.580538830223949,True,6.3551946659336975,7.680507818957807,0.27616329469000755,0.7238367053099923,-0.09763539282990087
13a,16.53842023231651,True,8.429067539963917,7.388058779630625,0.5251419555256299,0.4748580444743696,-0.2042689163153098
13b,17.037105763305604,True,7.656545726252431,17.200049855130338,0.04936061879725545,0.9506393812027444,0.5336253480407852
13c,17.011752764724378,True,16.35498460084731,10.38620907467238,0.8841132280386179,0.11588677196138268,0.6057188425609479
13d,7.128652324644398,True,6.032833469033,6.584166976662842,0.0844437857979155,0.9155562142020843,-0.028413050364269825
13e,5.878483869635203,True,5.696892969127093,6.755524514967254,0.7193502645589851,0.28064973544101507,-0.341796875
14a,13.178734260803736,True,6.418744752821428,13.145403129869553,0.05724707247943989,0.94275292752056,0.20538123167155428
14b,13.728054255911923,True,13.759393262355095,6.3189804111087495,0.9578898430914468,0.04211015690855394,0.3863752075262867
14c,10.645620054970443,True,4.3908028818926255,10.450531700273014,0.024038461538461547,0.9759615384615384,0.257843137254902
14d,5.396634555312554,True,3.8083138325695405,6.232032471549353,0.07352939980487265,0.9264706001951274,0.08412698412698424
16a,7.602385221537277,True,6.239236332485292,6.574433740907003,0.825360793693161,0.17463920630683816,0.05557086939743092
16b,6.715107826624896,True,5.7606854526486435,5.998415519576976,0.7685958551449218,0.23140414485507796,-0.04982651496812725
16c,6.076516318010537,True,4.196255368678133,5.991232025415507,0.05434782608695654,0.9456521739130435,-0.020370370370370136
17a,17.109873299736513,True,9.178499996215885,11.760489215473449,0.45931302302852633,0.5406869769714736,-0.13940667677481672
17b,7.897287423047557,True,6.086467262362431,5.812844897537368,0.9188362542797962,0.0811637457202036,-0.023778368431813576
17c,6.080982332086062,True,6.2087390844249235,5.5834335237147865,0.7129515323331465,0.2870484676668539,0.09540043290043287
17d,6.5371072740755185,True,6.2842784440275254,5.432796634896572,0.8541420339770469,0.14585796602295287,-0.17023411371237462
21a,24.18276495513611,True,19.228525296588778,22.472648935280883,0.39995893872032184,0.6000410612796786,0.26361939979845256
21b,8.954060508596292,True,6.250701634156582,7.506767195252905,0.24653998084751624,0.7534600191524837,0.5606918238993711
21c,9.642001719150347,True,7.614761827430685,7.863297991672129,0.3169338689445228,0.6830661310554773,0.7633608815426998
21d,8.160056450641584,True,4.195629135508965,7.93992844607122,0.023584901292265256,0.9764150987077348,0.2635467980295564
21e,11.634252367221858,True,12.356653388278342,4.338216671183038,0.9621212121212122,0.037878787878787894,0.2750000000000001
22a,17.556723676819928,True,18.27581712957346,13.911064701063417,0.5648735655540008,0.43512643444599913,-0.3967874645066107
22b,6.267734998652674,True,9.958894069226819,6.156271303678365,0.08274602974478533,0.9172539702552169,-0.06662761567933975
23a,6.406902984849998,True,7.625649981110371,6.34182305842346,0.785113831297546,0.21488616870245425,0.2214700193423597
23b,18.10371598660873,True,18.107773814596122,6.711691697084612,0.9666006500444047,0.03339934995559646,0.5854276618915975
23c,7.998063527732367,True,4.185828272375433,7.55675111830528,0.07352933804467299,0.9264706619553271,1.0059198542805101
23d,9.449286908244662,True,4.36086944590769,9.122806838974988,0.06578947368421055,0.9342105263157895,0.14570361145703625
25a,12.069425553021425,True,12.628408053692933,6.784644624868053,0.9860344517515678,0.013965548248430963,-0.08522004779044796
25b,21.329144755570724,True,13.174544383438976,21.66590420204668,0.09985199725068174,0.9001480027493194,0.698995182628703
25c,10.319783475597038,True,5.667097731503073,10.897496804847345,0.01011011488914298,0.9898898851108552,0.09856624092161281
26a,16.000066515125596,True,10.723775697313526,16.307721320523804,0.04548062193549621,0.9545193780645055,0.5128740943305363
26b,16.62203488840807,True,11.730615022439165,16.59590651835294,0.15070648235084025,0.8492935176491598,0.8975062588173894
26c,10.314951685757055,True,10.571463695264546,5.782683936702228,0.9505982931991261,0.0494017068008741,0.5343883547008547
26d,7.118389755592324,True,7.385170895758371,4.33883503939302,0.9397590424539095,0.06024095754609056,0.525748502994012
27a,15.006151537079953,True,9.941241608313097,9.920281318377388,0.5062393188539118,0.49376068114608795,-0.22964762299300773
27b,16.491749041581446,True,15.838555324059167,7.02934480690799,0.6193743648559519,0.3806256351440494,0.02087911514037432
27c,12.135911824916702,True,11.765486345811283,6.474119228318053,0.9358416383383242,0.06415836166167624,0.22385370445071934
27d,15.340199430588504,True,10.516355125982287,14.398796355399607,0.18519259688603018,0.8148074031139688,0.2806911682182964
28a,15.858221906638166,True,13.752049358686296,12.351763407304613,0.4833837514746031,0.5166162485253969,0.1085689272739061
28b,9.174550655503674,True,5.245627260021005,9.465550465956854,0.008794003880017222,0.9912059961199827,-0.013518170819706259
28c,18.88343746759802,True,18.8635655476463,10.641362912476664,0.9124960565617992,0.08750394343820103,0.7479191369649626
31a,23.46062259291965,True,13.411338830962267,11.01374540093243,0.497354787284137,0.5026452127158627,-0.16871277623984332
31b,24.264938180398048,True,19.33090632904097,24.564935803513663,0.3522269390014803,0.6477730609985198,0.5224744554295271
31c,8.504175017619025,True,8.288709339352472,6.129042804701804,0.9190995707230204,0.08090042927697963,0.07043060009161697
31d,12.423757791764388,True,4.431470698095143,12.547847723764523,0.019286864495916517,0.9807131355040833,0.23913934426229513
32a,21.449005628385333,True,10.947643184753977,10.768703073204662,0.5094920346819388,0.49050796531806123,-0.20264013602402284
32b,15.647997012893564,True,10.242057813918414,7.783703185757309,0.5101114675820465,0.4898885324179538,-0.2095981249753483
32c,6.720981935685151,True,6.53451551007145,6.612822102748722,0.41798215655578874,0.5820178434442104,-0.09962609157138036
33a,22.77261299629495,True,22.84849661977276,10.730061853027303,0.8940302384172784,0.10596976158271963,0.4946583536944982
33b,17.22493315788102,True,16.543165483865778,10.041343443623372,0.9173168907929297,0.08268310920707059,0.43423597678916825
33c,7.979319224344462,True,3.8172983418122883,7.517841807456481,0.08474574950936531,0.9152542504906349,0.6362433862433865
33d,6.2925157684795705,True,4.840346815973794,6.367561665385766,0.24599421536743285,0.7540057846325671,0.19393939393939408
35a,19.49494813974586,True,11.576240098273516,10.30720210562051,0.5050383634699726,0.4949616365300279,-0.14804823458098293
35b,13.736298467848526,True,12.90075884909556,7.362604124989374,0.8719897324487886,0.12801026755121123,0.538074712643678
35c,7.91706703895637,True,4.060304418270505,7.139219793245768,0.1428571427959019,0.8571428572040983,1.0624999999999998
35d,10.929587465640727,True,4.189220260868977,10.26925539814288,0.05208333332865247,0.9479166666713476,0.29047619047619055
35e,10.865869527141614,True,9.67080397628805,6.72111120555196,0.8496875833093301,0.15031241669066986,0.31495098039215685
35f,8.181670126287257,True,6.225391035211813,6.124945806851671,0.4870987178426838,0.5129012821573161,-1.140015015015015
35g,6.1192365400439845,True,6.029660646482278,6.119841669260938,0.5235096535535734,0.47649034644642646,-0.1368393511250654
36a,17.75567089187746,True,7.567223003309395,8.243387903108925,0.48781532214997003,0.5121846778500295,-0.21618304631727359
36b,17.02118250435888,True,15.422728301773954,10.799038427493873,0.4801618112066319,0.5198381887933675,0.03583973181496404
36c,10.318830076833999,True,18.806700840299765,18.806787111021315,0.5314968263795262,0.4685031736204724,-0.5514254259239622
36d,12.434399794218082,True,12.385836641206222,4.339506665545892,0.9779735682819384,0.022026431718061682,0.37991071428571443
37a,22.985634435781904,True,11.15349794671911,14.820589993307605,0.5066987892123683,0.4933012107876315,-0.143805834354202
37b,18.71531378906813,True,20.457668401466606,14.676146326658174,0.4950375570695739,0.5049624429304264,-0.2605139111648068
37c,22.5525601696961,True,22.746452058579138,14.270950358286543,0.83458141309586,0.16541858690414135,0.7537025958845306
37d,12.014740248613005,True,8.431575404118078,9.977561075351055,0.05134960923278203,0.9486503907672188,0.14305042305284632
37e,11.11441955578431,True,6.69211621857899,10.72695008924155,0.22177332571965436,0.7782266742803458,0.1513333333333334
38a,20.139043390862167,True,10.832240268698241,7.245766684089954,0.5063980643856298,0.4936019356143707,-0.2092834090977309
41a,17.405379507074002,True,17.2094377700086,10.045038386501394,0.9397350824457767,0.0602649175542231,0.5573450910613356
41b,8.03710518431194,True,7.864951278416257,4.470887697173447,0.9807692307693184,0.01923076923068152,0.04140625000000006
41c,5.46045214992377,True,5.98887674325244,3.7560408464857185,0.8181818181820187,0.1818181818179815,-0.6111111111111114
