channel_name,sta_PSNR,weight1,weight2,inner_product,PSNR1,PSNR2
71c,17.04167812281589,0.5111209964412812,0.4888790035587189,-0.1489687666342021,11.370396300221564,9.285002167093996
71d,12.285466011865585,0.09537299338999056,0.9046270066100094,0.07407324598667446,7.401939776213587,11.605973253318163
72a,15.214838959695227,0.49242970439790634,0.5075702956020937,-0.1393124361393519,9.717934461390978,8.24328954950078
72b,25.375126451194696,0.5108433734928194,0.48915662650718056,-0.11584403552087069,14.346309092981473,16.363558243719755
72c,9.601153046292817,0.50248285646725,0.49751714353275006,-0.24159847460605832,6.985361273457246,6.364237910292833
76a,10.846084988834091,0.4957410562180579,0.504258943781942,-0.19578443090307024,8.02993910603733,6.550570996045135
76b,11.651791437260272,0.5,0.5,-0.18320188515918057,9.635777174546801,7.238447546865118
77a,8.9303137129515,0.5025545778800655,0.49744542211993475,-0.2278281242336409,5.634415430680643,6.09335995460365
77b,11.725080527270196,0.48217821782178216,0.5178217821782178,-0.22495303617140502,6.614784880611939,7.472339576254737
83a,6.5314057097262195,0.49812734082397003,0.50187265917603,-0.2792489412725139,6.584470382538449,6.345453541621743
83b,8.485215299898163,0.5029940119760479,0.49700598802395207,-0.09451871657754006,7.47106663781868,7.43996522903068
83c,9.311436330254244,0.4925373134328358,0.5074626865671642,0.16507177033492829,7.007204848595045,6.697739390942179
85a,22.07524173219952,0.49493991144845034,0.5050600885515496,0.011934848965652764,16.25159187258963,15.223043403602508
85b,11.494061431133188,0.500585251658213,0.49941474834178695,-0.3611100462164293,14.563941834758301,13.746351589637445
85c,17.004163800743147,0.5041031652989449,0.4958968347010551,-0.167654090925073,9.727567470290014,11.977703536728027
86a,15.758077085861698,0.4890672016048144,0.5109327983951856,-0.17653754596747234,7.9440754256779655,9.088695080892213
86b,18.157274833023113,0.5016778523489933,0.4983221476510067,0.43663335867636954,14.292132351226371,14.779240302744324
87a,10.41700467702318,0.49472337703869523,0.5052766229613047,-0.21050716611190406,7.69994669201514,6.704202230121766
87b,12.783645765539644,0.5017123287671232,0.4982876712328767,0.26344668844668845,9.873301382475125,10.69068923830375
