channel_name,sta_PSNR,weight1,weight2,inner_product,PSNR1,PSNR2
12a,16.783862029746317,0.48233360723089563,0.5176663927691043,-0.06250493804650883,10.086722675920386,12.389127023006118
13a,18.412213845226752,0.508492156125439,0.4915078438745613,-0.20346074845447248,7.492860222744335,8.484591020718572
13b,9.652923432782476,0.49690048939641107,0.5030995106035889,-0.2172740281643567,6.206180277145164,7.031590174932942
13c,19.032339179313386,0.4674079754601227,0.5325920245398773,-0.1341636336063087,10.943252162457789,13.152560725935434
14a,12.845637769563806,0.49873794666132676,0.5012620533386735,-0.21568607135340356,5.626611968067002,6.033304017610583
14b,14.153515857449886,0.5069431234544419,0.49305687654555813,-0.16662045964372768,8.860610071038732,7.23565748402707
16a,9.654893642375002,0.4962544654986391,0.503745534501361,-0.22108466074169933,6.658247244388418,6.106572610719856
16b,19.70029099335126,0.487029961793686,0.5129700382063141,-0.12500266354144474,11.917132446697279,12.662836642635126
17a,17.033404258728275,0.5084634398326938,0.49153656016730657,-0.1588270475429345,9.26824655863287,9.693182857705553
17b,11.843573457741034,0.50072611100027,0.49927388899972985,-0.22715770202418842,6.686419383911746,5.705349779001647
17c,5.800502549877786,0.500485908649174,0.49951409135082603,-0.2616753171436163,5.9153766200596465,6.076201896834779
21a,22.112768723537663,0.5124279180751641,0.487572081924836,-0.09130660101279493,14.1997911689216,13.904778950631949
21b,9.359431393614692,0.5085398526445971,0.49146014735540283,-0.21901076169065667,5.642392268352734,5.902532269199988
22a,14.293647940005085,0.5057738395594019,0.4942261604405981,-0.1942492166539136,9.181844398248181,7.965005591989723
22b,16.50067347371919,0.5004930278234087,0.4995069721765915,-0.21251312121081506,6.62331650537701,8.544464045619677
22c,13.642576081223963,0.49370479507098847,0.5062952049290115,-0.11640571237111953,8.820205068506402,8.791660590149094
22d,18.179803018789027,0.4966933518969718,0.5033066481030282,-0.05462232046155639,10.941804471520708,13.652589751622427
23a,12.650384735623243,0.5018687397865639,0.4981312602134363,-0.22541966426858512,5.53562206096909,6.054499310386456
23b,8.533363261638419,0.50360958706324,0.49639041293676006,-0.2514680164613176,7.160487290780137,5.105762599081521
23c,16.3517561982205,0.46677740863787376,0.5332225913621262,-0.12371826301988957,10.881385466226975,11.057304487268677
23d,14.746258555500233,0.4933510638297872,0.5066489361702128,0.07767371840988864,11.58211331585837,11.04169322386299
25a,10.224226244855355,0.48195478450161044,0.5180452154983891,-0.22424689795003358,6.558420911478801,6.5902258186996265
25b,19.383120410234525,0.49576155318567133,0.5042384468143287,-0.060038561028659995,12.849663655707118,13.029177504164156
25c,18.35954800325955,0.48397699260476584,0.5160230073952342,0.002898935178526768,12.469654761984817,13.53646322720606
26a,11.489201266007147,0.4854184624799164,0.5145815375200836,-0.23044358724984063,6.738250164000051,6.453306380987208
26b,12.890620284529927,0.49816977518812156,0.5018302248118786,-0.215497399416607,8.688885734202172,6.288685699246926
26c,20.090975991611916,0.5021494370522006,0.4978505629477994,-0.21108328986480246,11.28650612396828,6.893506251477649
27a,10.92539224462565,0.4948598916644087,0.5051401083355914,-0.22835190600795188,6.134433998329332,6.099033532661871
27b,7.714152012981906,0.48253164556962025,0.5174683544303798,-0.24536803475026928,6.378562165214406,6.009873930727561
28a,13.520885462607817,0.4840746718596958,0.5159253281403046,-0.21287828384396051,7.696611384744156,7.1106643202285875
28b,18.262463352089334,0.5335740072202166,0.4664259927797834,-0.08218658949523583,12.462179147142242,11.90829121608276
31a,17.04913853285618,0.49107266434366065,0.5089273356563394,-0.12070161892830461,8.987940601827521,11.512613673386758
31b,23.88089400819728,0.489928525016239,0.510071474983761,-0.07637727250083448,15.532543318699929,15.575995965813567
32a,23.692911655421696,0.5106520335700454,0.4893479664299546,-0.14179655204916797,13.923804005251439,13.596895243475219
32b,19.20657795570411,0.5081784386617101,0.49182156133828997,0.022969029880019073,13.050985030141607,16.28353656552934
33a,10.983451699371104,0.5065915959319564,0.49340840406804365,-0.2287818590267432,5.94914999791979,6.134322855060404
33b,24.495522853532638,0.5074665968037726,0.4925334031962274,0.05911643967399992,18.165757863803776,17.939958482018977
33c,18.55898245368211,0.5142986836132547,0.48570131638674535,-0.16074553609587777,11.588353634797231,10.11064771268681
34a,21.555734080984397,0.49387886600300496,0.5061211339969949,-0.16571715404153914,12.494010995189967,10.453464336472377
34b,16.02792949851798,0.48159960745829244,0.5184003925417076,-0.162405107198746,9.861878751905557,9.911910461310185
34c,13.483350145829414,0.48567530695770805,0.514324693042292,-0.18371001349655483,10.283874700329777,9.19851093770979
36a,18.275860031120203,0.5057399456074665,0.4942600543925333,-0.18914471762856436,7.863169387535055,9.229253479253547
36b,5.770527703773702,0.502092050209205,0.497907949790795,-0.316398560531496,6.067957008994398,6.192556491952982
36c,6.48983778866169,0.49685094471658503,0.503149055283415,-0.3093854894961766,5.225394575202847,5.894964011905945
36d,13.991782916328294,0.9180952380952381,0.08190476190476191,0.16580547112462002,13.703870970173645,7.750597483041871
36e,9.51187870631087,0.4980544747081712,0.5019455252918288,-0.17793679189028028,7.379770043831413,8.009237726510118
37a,8.096205942620214,0.5072053131905848,0.49279468680941557,-0.22231974662647072,5.994177708099251,6.510246447639816
37b,6.924673144546609,0.4972347913524384,0.5027652086475616,-0.2907108492539394,6.414339298904328,5.863334083010305
37c,14.119293595728877,0.49676025917926564,0.5032397408207343,-0.09538032656312218,10.641060298012842,8.521392962679741
38a,23.583549109051184,0.5047103627981542,0.49528963720184577,-0.07743951293626705,14.802316819808214,15.96205329563743
38b,21.13588168707828,0.5243965966313433,0.4756034033686568,-0.19443366915783522,11.480563123271544,8.84846424994708
38c,15.65191973829664,0.49333059716806893,0.5066694028319311,-0.1897513072446656,9.338345257964443,9.024744948680619
38d,17.92615408890443,0.5168067226890757,0.4831932773109244,-0.16544046313030303,11.090180788068789,10.920601179135984
41a,19.64801414436925,0.49706658845823004,0.5029334115417696,-0.17847848020399745,11.427559757803435,10.256232596623496
41b,20.687171599019063,0.514334470989761,0.4856655290102389,-0.15134060625797172,11.829833154632855,12.512490967311331
41c,21.65114218644679,0.5207317073170732,0.4792682926829268,-0.007671254221009713,15.743267320488846,15.050321266011098
42a,17.83789343845928,0.4989615784008307,0.5010384215991692,0.07171807086891376,13.706287207151526,13.825150687152787
42b,21.81916056546658,0.4981801637852593,0.5018198362147407,-0.17113514127681703,10.437463345239815,13.764153771827079
43a,15.449190363125606,0.49533715925394567,0.5046628407460543,-0.14770819502023314,9.147061325102865,9.6443194594255
43b,18.52920396282055,0.47153284671532847,0.5284671532846715,-0.17957545210103715,9.622161545661976,11.795624323801386
43c,17.685302274971246,0.5263417035942886,0.4736582964057115,-0.1653959911080969,10.730220319359093,9.9510575680874
43d,10.530978126583951,0.49379932356257045,0.5062006764374295,-0.28146896483342143,6.369733480775825,7.725841965390381
43e,19.28393787161137,0.5062972292191436,0.49370277078085645,-0.08809166531598181,13.616202176402897,12.423654213156729
45a,7.406410464928881,0.4859275280781719,0.5140724719218278,-0.23090943754664334,6.359664531670714,6.260121799070031
45b,11.318376799589796,0.46755407653910147,0.5324459234608985,-0.2067751983119971,6.69871034190659,7.753168041365127
45c,5.6669516160728435,0.5,0.5,-0.3562404244388778,5.9110442103396235,5.760850173577191
45d,11.447489439368569,0.5027173913043478,0.49728260869565216,-0.207737698965079,7.428188642586784,8.398774734917504
46a,9.044458027000436,0.5003041362530414,0.4996958637469586,-0.25409831065914545,5.543759578188747,6.118033452295079
46b,17.271505766036075,0.48826040554962646,0.5117395944503735,-0.21074143537854553,7.63926541999174,11.49996140222741
47a,20.309806758594394,0.5008092485549133,0.4991907514450867,-0.10856424456709671,12.31265333918631,12.86602003084234
47b,21.610160795487314,0.5130609511051574,0.4869390488948426,-0.05961084055334301,15.16630382083083,14.04919865082804
47c,12.995703393548265,0.4909090909090909,0.509090909090909,-0.1870441212488774,9.543251422337425,8.502463682575923
47d,7.145259569192185,0.5058823529411764,0.49411764705882355,-0.16170903190913993,5.763091467066128,6.035537343154059
51a,9.672341228689282,0.495,0.505,-0.2556814082678018,7.742430205256709,9.360015767076172
51b,10.264001112333396,0.4936440677966102,0.5063559322033898,-0.22066257096197217,9.433472970308063,5.546434714139101
51c,8.118063238817445,0.49498327759197325,0.5050167224080268,-0.23842737573307518,6.401294925529399,6.580409727740154
53a,17.234264063273024,0.4878301398239254,0.5121698601760746,-0.06238066250919664,11.573603713119786,12.361431431151988
61a,7.8260174718747395,0.5198246662681811,0.4801753337318188,-0.2428608340043995,5.738148405279558,5.569801358712776
61b,23.756969160090822,0.4979472140762463,0.5020527859237537,-0.051767957810510995,16.59550421613453,15.745926077593735
61c,8.778211936801018,0.5025252525252525,0.49747474747474746,-0.2839347865909506,7.842566719856097,7.659170819869936
61d,12.751446126688872,0.49707602339181284,0.5029239766081871,-0.14550679205851624,8.52032609696781,8.856575273035098
62a,18.040980539131187,0.509545923632611,0.4904540763673891,0.07594450626118862,13.330369354795616,13.861586433110961
62b,11.618916785754596,0.5038051750380518,0.4961948249619482,-0.15119212465581183,9.357828052239535,8.042687847047272
62c,6.618237094307989,0.49122807017543857,0.5087719298245614,-0.3426449275362319,6.894140833688439,5.828104395324064
62d,6.019462004125062,0.5,0.5,-0.33766803039158383,6.518801908781857,5.654487420033157
62e,9.244355406290401,0.4948453608247423,0.5051546391752577,0.31403581840899636,7.068587545418556,7.589017660631615
62f,9.021769922611634,0.49375,0.50625,-0.17574437182280325,6.411594287658525,7.499375179267748
63a,5.404058542467603,0.5037593984962406,0.49624060150375937,-0.4852941176470588,5.989606446351998,5.962267653508787
63b,8.981848572413089,0.5,0.5,0.18243243243243235,6.5305887818698825,6.966537575260611
63c,5.390735673010817,0.48979591836734704,0.5102040816326532,-0.2320054323223178,5.741420288485811,5.078485532441789
67a,22.955604467583914,0.5021486892994773,0.49785131070052263,-0.047218477501674586,16.661099672507284,14.246608338520515
67b,13.380867342404956,0.5087719298245614,0.49122807017543857,0.05084161147902863,10.097514112260756,9.112164224218128
67c,14.29698086114737,0.5035294117647059,0.4964705882352941,-0.03298403544553066,10.497625836382515,9.686415961889612
67d,6.360794455248848,0.5,0.5,-0.19032258064516133,5.8325926439894165,6.337009255720883
71a,15.11486403537554,0.5080893682588598,0.4919106317411402,-0.1919607764993007,8.032307209663038,9.418614749516275
71b,20.560786545072983,0.507120253164557,0.49287974683544306,0.13519655193612584,16.280104555998847,15.403637130961032
