channel_name,num_spikes,cell_type,PSNR,eig1,eig2,eig3,converged,PSNR1,PSNR2,weight1,weight2,inner_product
12a,4173,ON,15.123475199966354,0.5784034408681613,0.5521948311765646,0.5444418977101353,True,14.995353179402434,8.909741433527337,0.5900956664230609,0.4099043335769386,0.11002057172969827
12b,1239,OFF,18.62436762552253,0.7441220193188582,0.7286743590419277,0.7192563759034691,True,13.559428870524526,15.794958500829338,0.46627549658484524,0.5337245034151541,0.13977820767826488
12c,80,OFF,9.580538830223949,2.975777721094096,2.9374117836997247,2.8987256144934475,True,6.146813002702246,7.826515926545239,0.2652349301958732,0.7347650698041271,-0.5815047021943573
13a,8830,OFF,16.53842023231651,0.43260358852012776,0.4243800215316907,0.42261056072631775,True,8.197316823205863,8.150345324518975,0.49825526564926326,0.5017447343507367,-0.21089849669114447
13b,998,OFF,17.037105763305604,1.284069116992154,1.2168702031689358,1.162346579337977,True,6.038273429497742,17.231304283252832,0.03934616386423576,0.9606538361357643,0.5543029174950999
13c,628,ON,17.011752764724378,1.4840824422218093,1.4194474886901511,1.3068252714371593,True,6.535955180351646,17.024649647152184,0.03430942876649796,0.9656905712335017,0.8464917511429139
13d,342,unknown,7.128652324644398,1.776912203670806,1.6589303050526074,1.6471896934371104,True,6.585490714205684,6.192117475443358,0.9224946482695194,0.0775053517304804,-0.08168049044356294
13e,112,unknown,5.878483869635203,2.438374649994974,2.3301790715002912,2.277194189237107,True,5.404218119914841,6.448894537106804,0.7495472795641236,0.25045272043587635,-0.5337398373983739
14a,863,OFF,13.178734260803736,1.0572558507683623,1.034104896958722,0.9910368406795194,True,5.860830905686186,12.936488023666486,0.05072671777516279,0.9492732822248374,0.25188054454028874
14b,760,OFF,13.728054255911923,1.045664846846528,1.023996059110728,0.9653011281417728,True,14.004267027916308,6.136496507532875,0.956752907883585,0.04324709211641623,0.44422726865805257
