channel_name,num_samples,num_spikes,max,max_time_bin,min,min_time_bin,sigma
12a,1332,1978,0.679474216380182,4,0.20980788675429726,5,0.03853975850221539
12b,889,1228,0.6864820846905537,5,0.40798045602605865,4,0.02923475259376616
12c,58,59,0.6779661016949152,3,0.2542372881355932,5,0.06844510260469913
13a,722,963,0.6095534787123572,3,0.2398753894080997,5,0.03320250797107515
13b,383,415,0.7469879518072289,5,0.1710843373493976,4,0.034440151535017026
13c,342,587,0.7359454855195912,3,0.131175468483816,5,0.04369649909649017
13d,194,304,0.6875,4,0.34539473684210525,5,0.0458921921861303
14a,2835,5973,0.7334672693788716,5,0.11116691779675206,4,0.02414350371998743
14b,1079,1212,0.6872937293729373,5,0.41996699669966997,3,0.023897301167894257
17a,5318,5929,0.5371900826446281,4,0.4707370551526396,5,0.00786159572354246
17b,2382,2553,0.5448491970231101,4,0.4481002741872307,5,0.011361674236740614
17c,1000,1129,0.6182462356067316,4,0.43844109831709477,2,0.02035899996809999
17d,350,403,0.5930521091811415,1,0.4218362282878412,3,0.028481216800199858
21a,1470,2035,0.6805896805896806,4,0.228009828009828,5,0.035682272616175965
21b,107,145,0.6827586206896552,6,0.3103448275862069,1,0.05456084145471924
21c,122,133,0.6541353383458647,4,0.3308270676691729,4,0.05038730825686511
21d,77,86,0.6744186046511628,0,0.3023255813953488,5,0.06326327559745007
21e,99,99,0.6363636363636364,0,0.3434343434343434,2,0.051446963003376346
22a,498,629,0.8616852146263911,5,0.31001589825119236,4,0.040838892926740145
22b,138,370,0.654054054054054,3,0.12972972972972974,5,0.05670841839207963
22c,131,134,0.8059701492537313,5,0.22388059701492538,4,0.05839565161212813
23a,4033,12115,0.779694593479158,4,0.1543541064795708,5,0.027716385095036045
23b,2753,4619,0.5687378220394025,5,0.37280796709244424,3,0.01634015948357942
24a,6291,27035,0.7489550582578139,4,0.19718882929535786,5,0.02141943364299023
24b,2883,4795,0.7372262773722628,4,0.04462982273201251,5,0.026334364292737972
24c,364,401,0.6359102244389028,5,0.256857855361596,3,0.03709949912522314
24d,379,412,0.8907766990291263,4,0.009708737864077669,5,0.0400528370979188
24e,143,149,0.8590604026845637,4,0.04697986577181208,5,0.04991274071423482
24f,94,95,0.9157894736842105,4,0.021052631578947368,5,0.05865181722797389
25a,3202,7422,0.7173268660738346,3,0.14901643761789274,5,0.02409402539660995
25b,1119,2565,0.9785575048732943,5,0.01091617933723197,4,0.03966723354067301
25c,916,1515,0.7306930693069307,3,0.08448844884488449,5,0.03243780384546004
25d,992,1691,0.7882909520993495,4,0.04730928444707274,5,0.035978984667320926
26a,1705,3904,0.7525614754098361,3,0.0699282786885246,5,0.032304603421185664
26b,979,1248,0.6370192307692307,3,0.23397435897435898,5,0.02607803396469638
27a,1079,1097,0.5487693710118505,4,0.45305378304466726,0,0.01518239499920332
27b,157,157,0.6305732484076433,6,0.3821656050955414,1,0.04054993052388006
32a,3197,7487,0.7678642981167356,4,0.18552157072258582,5,0.03026900157384546
32b,1776,3530,0.6847025495750708,5,0.3087818696883853,4,0.022324804026659702
32c,524,592,0.6638513513513513,4,0.23141891891891891,5,0.0365392712595662
33a,7444,30167,0.7149202771240096,4,0.3424271555010442,5,0.01597510856284549
33b,848,1034,0.8075435203094777,4,0.12669245647969052,5,0.029847074131074847
34a,2386,7098,0.86770921386306,5,0.0030994646379261764,4,0.032868694330239756
34b,2602,4208,0.6440114068441065,5,0.30727186311787075,3,0.018181723005939756
35a,3534,9638,0.5771944386802241,5,0.36989001867607385,4,0.015381993406919522
36a,4337,5207,0.5239101209909737,0,0.4758978298444402,2,0.008301630503870346
36b,1670,1912,0.5355648535564853,2,0.4602510460251046,4,0.013473026737979937
36c,276,495,0.6282828282828283,3,0.3434343434343434,5,0.04062049740592856
38a,356,603,0.5970149253731343,1,0.41625207296849087,0,0.029116537719746722
38b,303,308,0.6006493506493507,4,0.39285714285714285,5,0.030386681302803684
38c,66,83,0.6867469879518072,4,0.30120481927710846,1,0.0700893317336313
41a,594,1062,0.5753295668549906,3,0.2871939736346516,5,0.03527117163360129
41b,567,682,0.6143695014662757,4,0.2727272727272727,5,0.03374879051142594
41c,343,608,0.6167763157894737,3,0.22861842105263158,5,0.04265985869580825
42a,3451,4933,0.6239610784512467,5,0.35779444557064666,4,0.015585542838684862
42b,2136,3937,0.7736855473710947,5,0.15798831597663196,4,0.029076824931374663
42c,807,890,0.6359550561797753,4,0.2842696629213483,5,0.026158925475468258
42d,63,63,0.7301587301587301,5,0.2222222222222222,4,0.06792327426011388
43a,5660,16194,0.7396566629615907,4,0.24472026676546868,5,0.019828672432503594
43b,454,565,0.6867256637168142,5,0.0,4,0.045037540690074644
43c,70,70,0.7142857142857143,5,0.0,4,0.06707942110996266
45a,3168,5934,0.7576676777890125,4,0.20508931580721268,5,0.026791858107709423
45b,1087,2434,0.8520953163516845,3,0.02506162695152013,5,0.03662840711246308
45c,415,462,0.6277056277056277,3,0.2748917748917749,5,0.029828732707862012
46a,3260,3505,0.5243937232524964,4,0.46562054208273895,3,0.009544951312665147
46b,2195,2306,0.5342584562012143,4,0.46444058976582825,7,0.01130455871709496
48a,8439,14220,0.5170182841068917,1,0.48255977496483826,0,0.006513458925696086
48b,3987,4660,0.5789699570815451,4,0.43240343347639487,5,0.010218350307347288
52a,1526,1779,0.6188870151770658,4,0.3732433951658235,5,0.017599552138531642
52b,626,709,0.6572637517630465,4,0.23272214386459802,5,0.029896198153002027
53a,2994,4800,0.7810416666666666,4,0.1725,5,0.022849377733289652
53b,4178,6622,0.5983086680761099,4,0.31591664149803683,5,0.014502695064788514
53c,2000,2448,0.6446078431372549,4,0.32230392156862747,5,0.020190551644934572
54a,4579,6402,0.6882224304904717,5,0.40596688534832864,4,0.014943055560787696
54b,2826,6848,0.7624123831775701,4,0.1054322429906542,5,0.027190173529226203
54c,3072,3407,0.5544467273260933,4,0.43146463164073967,5,0.011638189892394176
54d,1464,2966,0.8145650708024275,5,0.12407282535401214,4,0.035093605495540615
