channel_name,cell_type,PSNR,eig1,eig2,eig3,converged,PSNR1,PSNR2,weight1,weight2,inner_product
68a,unknown,5.634002450390633,1.1566247279619415,1.1326016463844437,1.102112295968251,True,6.64845006283123,5.42751312904947,0.5644779777604667,0.43552202223953357,-0.5494953416149069
68b,unknown,5.728071118478766,2.9866804506828593,2.8620851996886536,2.767582645184013,True,5.773777062466387,3.185811744412615,0.9781102630119288,0.02188973698807129,-0.3049313358302122
72a,OFF,10.505340107742919,2.096243819822337,2.0195219583318225,1.944504571035076,True,10.649378042979865,5.113409571999802,0.9532172913551035,0.04678270864489647,0.49762114537444924
73a,OFF,22.355845862654395,0.4919468153773643,0.4791394745768891,0.4739500319932279,True,18.09996014084646,12.164928338646117,0.5648414482953479,0.4351585517046508,-0.04145086571539394
73b,OFF,19.77981631976088,0.5960083851844118,0.5776922441760668,0.5725152901143069,True,16.168333181782682,13.800403591866855,0.48428128020190725,0.5157187197980921,0.04963308117932224
74a,OFF,25.325025957573555,0.8186451209643488,0.6945873240182203,0.6857282648364408,True,18.890093993969383,25.45410885782032,0.4183309585812646,0.581669041418735,0.33578367159456296
75a,unknown,10.320859090246532,0.42347657101374014,0.42234275901224577,0.417586852848144,True,5.192437944045852,5.592557457070796,0.5034313963137458,0.49656860368625416,-0.24089379229907737
75b,unknown,5.891610464226829,1.3988100909671508,1.2766061798383828,1.2517534919215143,True,5.6306906275819495,5.20915733939582,0.9660523578112895,0.03394764218871082,0.17171052631578954
76a,unknown,6.766264317334055,1.0097966717423041,0.9544580614995276,0.9467237970808953,True,6.003485933507615,5.475459943614381,0.5222268585379644,0.4777731414620352,-0.4259222651379216
76b,unknown,5.872383495585035,3.644411898841101,3.4914408098313303,3.3358370174359244,True,5.940458712202372,5.905420797144312,0.2846836491754584,0.7153163508245417,-1.068421052631579
76c,unknown,6.328162788559597,5.84760983557176,4.317153327652681,3.995325350381671,True,6.949449759966671,3.1164089259909895,0.9389114676693222,0.0610885323306778,-0.7771739130434785
